sampleSize,timing,keycomp
3866000,2562127298,83259454
3871000,2695449299,83371532
3876000,2764510451,83495060
3881000,2621994100,83606271
3886000,2620238097,83725735
3891000,2714596568,83842090
3896000,3171975017,83958115
3901000,2897350552,84073967
3906000,2743127192,84190505
3911000,2657256407,84308710
3916000,2806543010,84425041
3921000,2776032503,84541708
3926000,2775230751,84658216
3931000,2667433707,84774006
3936000,2740608241,84891355
3941000,2671602652,85010760
3946000,2890431605,85120817
3951000,3285797805,85246593
3956000,2833278198,85359929
3961000,2676758977,85471221
3966000,2857277087,85589522
3971000,2739922950,85710336
3976000,2800757001,85824604
3981000,3237751307,85942923
3986000,3147929589,86061724
3991000,2924743366,86178669
3996000,2958437261,86293474
4001000,2966749334,86414341
4006000,2833315589,86527032
4011000,2758562735,86644217
4016000,2824745896,86762618
4021000,2743518275,86880871
4026000,2759686158,86995204
4031000,2916799816,87114754
4036000,2838411377,87230322
4041000,2880560146,87346786
4046000,2810642648,87462412
4051000,2730492493,87580934
4056000,2878144095,87695470
4061000,2854910848,87815938
4066000,2831138787,87931450
4071000,2883191175,88047226
4076000,2955776620,88166285
4081000,2971465331,88275995
4086000,2992554545,88396025
4091000,3117442488,88516007
4096000,3101869974,88630579
4101000,3332492755,88749983
4106000,2970556489,88866806
4111000,3109994923,88982693
4116000,2919026916,89098968
4121000,2847601572,89211333
4126000,3010377428,89337041
4131000,2869466600,89447374
4136000,2975775425,89565851
4141000,2878952311,89679743
4146000,2855056719,89800877
4151000,2992713187,89918175
4156000,2809189692,90037692
4161000,2937709907,90145068
4166000,2819945569,90263636
4171000,2864424170,90380905
4176000,2865847702,90508701
4181000,2950626576,90617869
4186000,2761497859,90736883
4191000,2756822771,90845495
4196000,2931984953,90969440
4201000,3349614528,91088231
4206000,3268749651,91211355
4211000,2879927737,91332750
4216000,2819292522,91444007
4221000,2760738612,91564871
4226000,2839942535,91682120
4231000,2868114847,91801685
4236000,2833897194,91927228
4241000,2829553960,92043701
4246000,2850025426,92160685
4251000,2939198758,92282831
4256000,3317468227,92400773
4261000,3247420255,92514390
4266000,2947960511,92640648
4271000,2971533562,92757576
4276000,2910476686,92878277
4281000,3041065191,92999845
4286000,2974319806,93118004
4291000,3106364705,93231958
4296000,3151004197,93352324
4301000,3043640223,93479836
4306000,3049242525,93592631
4311000,3194993300,93711273
4316000,3414845045,93831771
4321000,3038718290,93953022
4326000,3398319747,94073527
4331000,3167379824,94189500
4336000,3077126237,94307952
4341000,3198255786,94431830
4346000,3275133175,94546939
4351000,3567242150,94667612
4356000,3168041139,94784981
4361000,3442127150,94904458
4366000,3613172665,95029367
4371000,3317375839,95142486
4376000,3182079249,95267661
4381000,2962171514,95382913
4386000,3226646091,95503255
4391000,3115137366,95622259
4396000,3257940290,95741888
4401000,3088023474,95858536
4406000,3386470291,95980068
4411000,3205713535,96102428
4416000,2971983398,96215941
4421000,2868505277,96338750
4426000,2809773931,96461982
4431000,2809530995,96582418
4436000,2962820729,96700247
4441000,2819769617,96814812
4446000,2796694543,96938945
4451000,2815147613,97056247
4456000,2813977849,97177055
4461000,3878045718,97294066
4466000,3300788501,97413570
4471000,2884930110,97529057
4476000,2882901340,97650494
4481000,2847623019,97774815
4486000,2884463232,97889120
4491000,2896627181,98016822
4496000,2937507149,98129117
4501000,2936922815,98252297
4506000,2872093875,98367764
4511000,3021671455,98485217
4516000,3036301039,98603587
4521000,2899293421,98724299
4526000,3316859888,98843946
4531000,3240692663,98963927
4536000,2948960616,99091836
4541000,2897248839,99203678
4546000,2884279021,99326267
4551000,2919263266,99443478
4556000,2965119859,99564274
4561000,2935696470,99678642
4566000,3008165718,99798587
4571000,2947866789,99915828
4576000,2946490483,100040961
4581000,3016434576,100158413
4586000,2898505287,100278153
4591000,3019358795,100398782
4596000,2935288480,100523228
4601000,2964804401,100643683
4606000,2933269695,100759347
4611000,2915373876,100869230
4616000,3062787489,100991368
4621000,3144277345,101116653
4626000,2950514453,101233335
4631000,3032829657,101355724
4636000,2906787430,101471385
4641000,2909795509,101589511
4646000,2930572998,101713489
4651000,2959231922,101828385
4656000,2898134596,101946269
4661000,2985171086,102073892
4666000,2996377291,102189718
4671000,2950025105,102308609
4676000,2932802246,102427322
4681000,2963988405,102550349
4686000,2997749946,102667934
4691000,2983865262,102780421
4696000,2935899091,102905207
4701000,2979467623,103020645
4706000,3099458780,103149606
4711000,2998131608,103260549
4716000,3076028626,103387147
4721000,3120976218,103493403
4726000,3253204921,103616014
4731000,3052099317,103723815
4736000,3045206648,103841513
4741000,3126902577,103955248
4746000,3213088521,104065789
4751000,2998970222,104174006
4756000,3049650230,104294433
4761000,3067392139,104402697
4766000,3073509586,104515756
4771000,3059285103,104628889
4776000,3139288619,104739845
4781000,3084614229,104858664
4786000,3129895703,104961139
4791000,3091226787,105081876
4796000,3032677839,105188576
4801000,3080067174,105307246
4806000,3560091504,105416220
4811000,3405011104,105530692
4816000,3590996798,105639300
4821000,4295284243,105757524
4826000,4471714342,105873095
4831000,4053897001,105984134
4836000,4329674020,106093397
4841000,3618842962,106206618
4846000,3116240604,106324505
4851000,3190844834,106436904
4856000,3234189074,106547592
4861000,3270543989,106662241
4866000,3192474556,106773303
4871000,3266527946,106883430
4876000,3425696466,106997820
4881000,3278396699,107111995
4886000,3272787536,107223468
4891000,3396366692,107339252
4896000,3278397631,107453592
4901000,3402423850,107568706
