sampleSize,hybridSort,keycomp
1516,4394199,145189
1517,4253846,145380
1518,4066566,145570
1519,4026484,145760
1520,4914697,145949
1521,6842788,146142
1522,6469452,146334
1523,3994175,146526
1524,4491283,146717
1525,4321169,146909
1526,4160088,147100
1527,4054828,147291
1528,4248081,147481
1529,8629754,147675
1530,8350192,147868
1531,6537679,148061
1532,4550895,148253
1533,4576822,148446
1534,4498272,148638
1535,4062565,148830
1536,3957478,149021
1537,3844752,149216
1538,4035004,149410
1539,4200671,149604
1540,4197425,149797
1541,4267336,149991
1542,4167582,150184
1543,4198285,150377
1544,4227451,150569
1545,4177228,150765
1546,4251711,150960
1547,4237331,151155
1548,4262343,151349
1549,4414253,151544
1550,4093867,151738
1551,3879809,151932
1552,4315739,152125
1553,6013806,152322
1554,6388268,152518
1555,6154252,152714
1556,6190698,152909
1557,8113808,153105
1558,8222850,153300
1559,8210050,153495
1560,8479106,153689
1561,7833902,153887
1562,8604623,154084
1563,8402785,154281
1564,4556394,154477
1565,4533464,154674
1566,5440905,154870
1567,5584946,155066
1568,3475394,155261
1569,3412025,155460
1570,4990257,155658
1571,6827651,155856
1572,5482987,156053
1573,3796648,156251
1574,3953903,156448
1575,3928554,156645
1576,4124527,156841
1577,3791414,157041
1578,3760519,157240
1579,3730425,157439
1580,3984900,157637
1581,4303189,157836
1582,4260324,158034
1583,4237510,158232
1584,4260141,158429
1585,4236254,158630
1586,4259321,158830
1587,4246401,159030
1588,4316744,159229
1589,4291017,159429
1590,4239354,159628
1591,4307857,159827
1592,4460303,160025
1593,4262437,160227
1594,4100538,160428
1595,4143485,160629
1596,4163288,160829
1597,4437837,161030
1598,3287827,161230
1599,3539864,161430
1600,4007369,161629
1601,6239516,161832
1602,5068086,162034
1603,4530876,162236
1604,4353487,162437
1605,4363000,162639
1606,7707223,162840
1607,8194940,163041
1608,8209191,163241
1609,5547214,163445
1610,3947397,163648
1611,3902479,163851
1612,3621396,164053
1613,3607383,164256
1614,4410531,164458
1615,4990074,164660
1616,4205860,164861
1617,3968752,165066
1618,6207186,165270
1619,4501424,165474
1620,4270926,165677
1621,4859502,165881
1622,4572223,166084
1623,4392331,166287
1624,4354883,166489
1625,4334331,166695
1626,3903306,166900
1627,4202171,167105
1628,3906285,167309
1629,3882409,167514
1630,4192726,167718
1631,3971167,167922
1632,4837578,168125
1633,4631021,168332
1634,4814732,168538
1635,4444517,168744
1636,4605783,168949
1637,4869529,169155
1638,4788782,169360
1639,4885120,169565
1640,4885481,169769
1641,4572967,169977
1642,4787606,170184
1643,4732298,170391
1644,4720146,170597
1645,4384444,170804
1646,4404233,171010
1647,4486875,171216
1648,4355430,171421
1649,4405638,171630
1650,4332200,171838
1651,4411582,172046
1652,4332724,172253
1653,4481022,172461
1654,4434614,172668
1655,4574898,172875
1656,4331720,173081
1657,4318132,173291
1658,4457894,173500
1659,4626575,173709
1660,4662821,173917
1661,4633507,174126
1662,4727689,174334
1663,4720751,174542
1664,4810396,174749
1665,4765948,174960
1666,4674572,175170
1667,4791221,175380
1668,4871674,175589
1669,4869837,175799
1670,4862085,176008
1671,4892912,176217
1672,4297887,176425
1673,5500786,176637
1674,6855075,176848
1675,4371143,177059
1676,4564484,177269
1677,4932687,177480
1678,5375431,177690
1679,5417654,177900
1680,5559374,178109
1681,5644425,178322
1682,7722175,178534
1683,9769936,178746
1684,5522840,178957
1685,5135476,179169
1686,5390736,179380
1687,5443856,179591
1688,5147023,179801
1689,5024434,180015
1690,4953575,180228
1691,7083060,180441
1692,8740081,180653
1693,5707459,180866
1694,5175091,181078
1695,4963651,181290
1696,5232557,181501
1697,5337587,181716
1698,5363131,181930
1699,6446109,182144
1700,5195951,182357
1701,5172420,182571
1702,4329586,182784
1703,4354242,182997
1704,4306060,183209
1705,4635443,183425
1706,5561090,183640
1707,5562620,183855
1708,5700125,184069
1709,5628027,184284
1710,5658927,184498
1711,5924907,184712
1712,5595671,184925
1713,5364898,185142
1714,5142091,185358
1715,5176528,185574
1716,6253201,185789
1717,7032962,186005
1718,7423742,186220
1719,7999910,186435
1720,4821660,186649
1721,4681242,186867
1722,5050988,187084
1723,5136796,187301
1724,5872606,187517
1725,5019297,187734
1726,5056208,187950
1727,5029422,188166
1728,4973721,188381
1729,4984738,188600
1730,4987906,188818
1731,6232888,189036
1732,8605487,189253
1733,6566873,189471
1734,4091086,189688
1735,4478594,189905
1736,4802526,190121
1737,5289507,190341
1738,6535728,190560
1739,5887258,190779
1740,6098293,190997
1741,5661043,191216
1742,5563533,191434
1743,5281444,191652
1744,5556806,191869
1745,5449116,192090
1746,5553728,192310
1747,5484810,192530
1748,5663443,192749
1749,6799261,192969
1750,5982929,193188
1751,6080001,193407
1752,6551488,193625
1753,6603839,193847
1754,6184165,194068
1755,5064302,194289
1756,5080437,194509
1757,5125599,194730
1758,5068148,194950
1759,4905588,195170
1760,4379432,195389
1761,5338699,195612
1762,5363096,195834
1763,5529867,196056
1764,5464120,196277
1765,5110223,196499
1766,5490488,196720
1767,5986852,196941
1768,5411847,197161
1769,4780851,197385
1770,4825457,197608
1771,4912175,197831
1772,5247929,198053
1773,5168556,198276
1774,4873870,198498
1775,4196153,198720
1776,4186173,198941
1777,4201689,199166
1778,4175500,199390
1779,4172909,199614
1780,4189856,199837
1781,4384776,200061
1782,5076712,200284
1783,5481627,200507
1784,7579314,200729
1785,5913684,200955
1786,5802901,201180
1787,6115980,201405
1788,6284100,201629
1789,6328316,201854
1790,6211877,202078
1791,5896371,202302
1792,5938654,202525
1793,5709896,202752
1794,5597989,202978
1795,5303301,203204
1796,5706482,203429
1797,5465766,203655
1798,5326872,203880
1799,6912200,204105
1800,7193286,204329
1801,6747172,204557
1802,6249361,204784
1803,4700965,205011
1804,4683298,205237
1805,4715366,205464
1806,6056456,205690
1807,6176779,205916
1808,5474099,206141
1809,5105240,206370
1810,5029836,206598
1811,4974038,206826
1812,4738672,207053
1813,5022203,207281
1814,4736634,207508
1815,6317943,207735
1816,6642145,207961
1817,5783656,208191
1818,5281985,208420
1819,5517165,208649
1820,5531071,208877
1821,4494627,209106
1822,4377812,209334
1823,4358676,209562
1824,5037549,209789
1825,5252954,210020
1826,4848297,210250
1827,4581250,210480
1828,5644797,210709
1829,6750436,210939
1830,5741945,211168
1831,6829494,211397
1832,10936013,211625
1833,9545140,211857
1834,10458538,212088
1835,12649987,212319
1836,6428858,212549
1837,5070885,212780
1838,5017039,213010
1839,5075578,213240
1840,5335757,213469
1841,5265393,213702
1842,4681864,213934
1843,3748003,214166
1844,3699208,214397
1845,3713335,214629
1846,4388633,214860
1847,5105918,215091
1848,5221866,215321
1849,4925505,215555
1850,4366571,215788
1851,5651555,216021
1852,6113946,216253
1853,6011956,216486
1854,6000048,216718
1855,4768253,216950
1856,4585118,217181
1857,4571138,217416
1858,4264414,217650
1859,5217871,217884
1860,6305348,218117
1861,5978138,218351
1862,5875914,218584
1863,6030458,218817
1864,5716224,219049
1865,5657331,219285
1866,6009083,219520
1867,6046365,219755
1868,6335304,219989
1869,6418480,220224
1870,6350599,220458
1871,5773810,220692
1872,5441567,220925
1873,5466743,221162
1874,11026004,221398
1875,11265260,221634
1876,9504133,221869
1877,11985435,222105
1878,9990424,222340
1879,10751737,222575
1880,7453467,222809
1881,6159177,223047
1882,5676333,223284
1883,5965689,223521
1884,5794566,223757
1885,5421653,223994
1886,5791050,224230
1887,5906340,224466
1888,4953441,224701
1889,4929136,224940
1890,5021311,225178
1891,5227551,225416
1892,4668643,225653
1893,4850058,225891
1894,7326310,226128
1895,8605885,226365
1896,7074732,226601
1897,6546137,226841
1898,7373436,227080
1899,10338037,227319
1900,13048575,227557
1901,7326865,227796
1902,6890634,228034
1903,6362359,228272
1904,5364850,228509
1905,5820138,228750
1906,5565642,228990
1907,5521375,229230
1908,5569124,229469
1909,5478887,229709
1910,5490968,229948
1911,5729536,230187
1912,6221400,230425
1913,6610700,230667
1914,6700032,230908
1915,6959512,231149
1916,7023551,231389
1917,6791030,231630
1918,6972086,231870
1919,6919210,232110
1920,8258635,232349
1921,10019457,232592
1922,6772380,232834
1923,6250467,233076
1924,6230726,233317
1925,5961563,233559
1926,6118767,233800
1927,6780176,234041
1928,5357485,234281
1929,5753120,234525
1930,4893724,234768
1931,5593790,235011
1932,6514361,235253
1933,5943906,235496
1934,5913672,235738
1935,5637717,235980
1936,5771971,236221
1937,5598463,236466
1938,5583180,236710
1939,5593724,236954
1940,9676140,237197
1941,10891207,237441
1942,7132262,237684
1943,7428585,237927
1944,7057388,238169
1945,7104995,238415
1946,6984960,238660
1947,6924839,238905
1948,8021677,239149
1949,6194638,239394
1950,6698854,239638
1951,6831535,239882
1952,7747608,240125
1953,6157772,240372
1954,6372365,240618
1955,6842474,240864
1956,6975713,241109
1957,6437751,241355
1958,6197849,241600
1959,6005803,241845
1960,7184217,242089
1961,6719524,242337
1962,6511806,242584
1963,7937789,242831
1964,6637921,243077
1965,6018630,243324
1966,6118657,243570
1967,5920692,243816
1968,5911665,244061
1969,8149367,244310
1970,9941511,244558
1971,6338403,244806
1972,6267234,245053
1973,8833668,245301
1974,12616639,245548
1975,11448901,245795
1976,10763917,246041
1977,6554514,246291
1978,6929664,246540
1979,9975104,246789
1980,6877461,247037
1981,7176735,247286
1982,6397341,247534
1983,9875473,247782
1984,10485931,248029
1985,7897881,248280
1986,10332324,248530
1987,10691665,248780
1988,8971709,249029
1989,6153926,249279
1990,6095213,249528
1991,6176385,249777
1992,6081981,250025
1993,6116624,250277
1994,6209043,250528
1995,6139565,250779
1996,7930111,251029
1997,6536582,251280
1998,6474234,251530
1999,6152831,251780
2000,6076554,252029
2001,6242380,252282
2002,6192801,252534
2003,6216689,252786
2004,6228109,253037
2005,6219913,253289
2006,6247813,253540
2007,6247965,253791
2008,6197210,254041
2009,6397633,254295
2010,6380560,254548
2011,6880598,254801
2012,6932859,255053
2013,6170669,255306
2014,6120466,255558
2015,6408481,255810
2016,6111254,256061
2017,6554881,256316
2018,7235380,256570
2019,6897376,256824
2020,6136832,257077
2021,6063802,257331
2022,5922438,257584
2023,9649448,257837
2024,8280857,258089
2025,7345331,258345
2026,9581969,258600
2027,6901726,258855
2028,6841437,259109
2029,6882830,259364
2030,6872182,259618
2031,6733980,259872
2032,6888313,260125
2033,4565695,260382
2034,5641619,260638
2035,6729713,260894
2036,6882201,261149
2037,6649535,261405
2038,5927615,261660
2039,5935353,261915
2040,6723477,262169
2041,7128385,262427
2042,7179654,262684
2043,6404841,262941
2044,6434152,263197
2045,6359485,263454
2046,6500238,263710
2047,6851775,263966
2048,6446077,264221
2049,8391374,264480
2050,11395851,264738
2051,6672242,264996
2052,6510873,265253
2053,5985735,265511
2054,5525806,265768
2055,5642333,266025
2056,10674400,266281
2057,11092147,266541
2058,10950001,266800
2059,10941128,267059
2060,7488232,267317
2061,5691567,267576
2062,5500268,267834
2063,6833952,268092
2064,7000127,268349
2065,6807572,268610
2066,6498876,268870
2067,9085829,269130
2068,9982309,269389
2069,12080689,269649
2070,8836433,269908
2071,7005217,270167
2072,7445291,270425
2073,9233344,270687
2074,8989224,270948
2075,6498745,271209
2076,6362912,271469
2077,7368336,271730
2078,7221411,271990
2079,5794473,272250
2080,5708732,272509
2081,5720430,272772
2082,5741313,273034
2083,5768315,273296
2084,5919315,273557
2085,5818594,273819
2086,5733786,274080
2087,5742190,274341
2088,5832593,274601
2089,6761057,274865
2090,7414596,275128
2091,5886848,275391
2092,5824785,275653
2093,5945136,275916
2094,6630599,276178
2095,8201873,276440
2096,6374424,276701
2097,5819564,276966
2098,5976948,277230
2099,6103230,277494
2100,6026910,277757
2101,5535936,278021
2102,5109483,278284
2103,8270311,278547
2104,15354568,278809
2105,7126047,279075
2106,7197604,279340
2107,7153051,279605
2108,7186566,279869
2109,7168985,280134
2110,7094662,280398
2111,7292840,280662
2112,7530765,280925
2113,7028076,281192
2114,6775429,281458
2115,6906393,281724
2116,6374958,281989
2117,6154656,282255
2118,8900414,282520
2119,11272657,282785
2120,10402574,283049
2121,11720682,283317
2122,8937917,283584
2123,6759480,283851
2124,6688927,284117
2125,6921265,284384
2126,7480105,284650
2127,7020443,284916
2128,6947607,285181
2129,7784508,285450
2130,7652641,285718
2131,8296645,285986
2132,8139436,286253
2133,6470169,286521
2134,7544910,286788
2135,7715015,287055
2136,8693401,287321
2137,7896962,287591
2138,7821461,287860
2139,7998375,288129
2140,8249087,288397
2141,8009533,288666
2142,7933499,288934
2143,7295009,289202
2144,7286083,289469
2145,7276770,289740
2146,7265936,290010
2147,7332184,290280
2148,7275201,290549
2149,7388189,290819
2150,7251824,291088
2151,7498280,291357
2152,6789758,291625
2153,11166333,291897
2154,15834844,292168
2155,16810972,292439
2156,11800526,292709
2157,7318103,292980
2158,10160540,293250
2159,11651586,293520
2160,11613842,293789
2161,11658645,294062
2162,14759314,294334
2163,11139754,294606
2164,12718399,294877
2165,9087368,295149
2166,9514150,295420
2167,9221186,295691
2168,9509286,295961
2169,7915202,296235
2170,7719508,296508
2171,7819483,296781
2172,8836988,297053
2173,12764940,297326
2174,12880467,297598
2175,7689893,297870
2176,7292018,298141
2177,8227323,298416
2178,8740792,298690
2179,8811108,298964
2180,8727852,299237
2181,8548186,299511
2182,9031799,299784
2183,8599772,300057
2184,8675429,300329
2185,12431996,300605
2186,9476069,300880
2187,7598024,301155
2188,12196438,301429
2189,10225138,301704
2190,9047118,301978
2191,7800728,302252
2192,8365812,302525
2193,12678625,302802
2194,20920315,303078
2195,9287844,303354
2196,8354180,303629
2197,6451204,303905
2198,6397350,304180
2199,6542606,304455
2200,6479947,304729
2201,8156056,305007
2202,8882295,305284
2203,9548237,305561
2204,9492865,305837
2205,9117922,306114
2206,13337257,306390
2207,12312528,306666
2208,7471298,306941
2209,7347204,307220
2210,8288969,307498
2211,8642157,307776
2212,9899621,308053
2213,8948100,308331
2214,11339382,308608
2215,13625868,308885
2216,9964454,309161
2217,9884426,309441
2218,9782504,309720
2219,9936331,309999
2220,10019718,310277
2221,10193719,310556
2222,8191200,310834
2223,8510459,311112
2224,17963214,311389
2225,12718782,311670
2226,18194446,311950
2227,10566511,312230
2228,15477550,312509
2229,16614035,312789
2230,10999680,313068
2231,10707939,313347
2232,11187513,313625
2233,11416325,313907
2234,10740240,314188
2235,10222359,314469
2236,10586976,314749
2237,10104626,315030
2238,10036264,315310
2239,10152621,315590
2240,10491761,315869
2241,13391278,316152
2242,19048260,316434
2243,18667260,316716
2244,11618561,316997
2245,13379925,317279
2246,8804178,317560
2247,10875411,317841
2248,10002088,318121
2249,9525567,318405
2250,11177593,318688
2251,8694771,318971
2252,9053180,319253
2253,9140447,319536
2254,8449550,319818
2255,8685847,320100
2256,8460660,320381
2257,9468008,320666
2258,9949527,320950
2259,9951681,321234
2260,12411161,321517
2261,18907537,321801
2262,17585765,322084
2263,17901306,322367
2264,8938439,322649
2265,14246198,322935
2266,13037526,323220
2267,9958874,323505
2268,10249393,323789
2269,10066758,324074
2270,9094408,324358
2271,8337889,324642
2272,9941742,324925
2273,9835544,325212
2274,8238082,325498
2275,8622473,325784
2276,9339760,326069
2277,15822599,326355
2278,10593828,326640
2279,10085054,326925
2280,8754320,327209
2281,8477082,327497
2282,8270408,327784
2283,8011690,328071
2284,8520471,328357
2285,8625970,328644
2286,8594749,328930
2287,7941974,329216
2288,7853261,329501
2289,7842391,329790
2290,7833794,330078
2291,8598958,330366
2292,7817719,330653
2293,7885713,330941
2294,9029919,331228
2295,9849551,331515
2296,9267801,331801
2297,9513397,332091
2298,8881516,332380
2299,9931488,332669
2300,9883449,332957
2301,8429234,333246
2302,9394464,333534
2303,9410065,333822
2304,9621470,334109
2305,9774132,334400
2306,9690253,334690
2307,9901668,334980
2308,15000397,335269
2309,14358131,335559
2310,9604690,335848
2311,13394254,336137
2312,13351553,336425
2313,9512775,336717
2314,9352672,337008
2315,9044028,337299
2316,9529067,337589
2317,8485061,337880
2318,7770465,338170
2319,7415256,338460
2320,7298759,338749
2321,8161961,339042
2322,8987432,339334
2323,7855317,339626
2324,7482405,339917
2325,7922775,340209
2326,7721042,340500
2327,8669480,340791
2328,9741437,341081
2329,9615605,341375
2330,9116372,341668
2331,9686198,341961
2332,9909014,342253
2333,9633754,342546
2334,9363423,342838
2335,10160074,343130
2336,12477483,343421
2337,10616338,343716
2338,9009595,344010
2339,9131364,344304
2340,9097698,344597
2341,9299417,344891
2342,9447792,345184
2343,9558412,345477
2344,9399760,345769
2345,9402095,346065
2346,9057038,346360
2347,8838740,346655
2348,9652402,346949
2349,9462108,347244
2350,9396564,347538
2351,6883402,347832
2352,7716015,348125
2353,9952608,348422
2354,12869525,348718
2355,8743543,349014
2356,11297794,349309
2357,15933018,349605
2358,17912906,349900
2359,15817486,350195
2360,9337446,350489
2361,9593689,350787
2362,9176474,351084
2363,9453849,351381
2364,9911768,351677
2365,9836200,351974
2366,9809813,352270
2367,9560097,352566
2368,8918210,352861
2369,8685676,353160
2370,8817746,353458
2371,8693696,353756
2372,8810809,354053
2373,8700606,354351
2374,12906813,354648
2375,16609673,354945
2376,10044231,355241
2377,8204480,355541
2378,8200550,355840
2379,7972543,356139
2380,8187308,356437
2381,9284146,356736
2382,7652637,357034
2383,7462767,357332
2384,7455236,357629
2385,8217949,357930
2386,9368581,358230
2387,9230054,358530
2388,13194569,358829
2389,10671483,359129
2390,9087408,359428
2391,9164225,359727
2392,9558484,360025
2393,11437946,360327
2394,15949644,360628
2395,15619290,360929
2396,12593986,361229
2397,9348480,361530
2398,8156382,361830
2399,7695929,362130
2400,8729785,362429
2401,8952262,362732
2402,8810242,363034
2403,9276570,363336
2404,9718599,363637
2405,9989557,363939
2406,10632708,364240
2407,9621942,364541
2408,10467212,364841
2409,11098918,365145
2410,14016752,365448
2411,13858557,365751
2412,9110017,366053
2413,8883415,366356
2414,9339530,366658
2415,9375269,366960
2416,9264310,367261
2417,9307718,367566
2418,9249353,367870
2419,9201518,368174
2420,10389319,368477
2421,17006581,368781
2422,8354608,369084
2423,9427780,369387
2424,9239028,369689
2425,8667139,369995
2426,10164805,370300
2427,10466467,370605
2428,10304133,370909
2429,10485550,371214
2430,11599021,371518
2431,19079629,371822
2432,18707251,372125
2433,9817623,372432
2434,10142176,372738
2435,9578229,373044
2436,9109019,373349
2437,10256489,373655
2438,9484184,373960
2439,9498043,374265
2440,9317685,374569
2441,8965284,351625
2442,8115247,328680
2443,7282573,305735
2444,6976374,282789
2445,6945834,259844
2446,6254643,236898
2447,4859976,213952
2448,5532067,191005
2449,5257166,191162
2450,5318889,191318
2451,5452640,191474
2452,5028539,191629
2453,5040842,191785
2454,5188025,191940
2455,5380410,192095
2456,4581002,192249
2457,4464462,192405
2458,4272459,192560
2459,4126263,192715
2460,4264757,192869
2461,4689484,193024
2462,5223076,193178
2463,5098234,193332
2464,4875062,193485
2465,4983776,193643
2466,4326726,193800
2467,4162756,193957
2468,4253990,194113
2469,4220235,194270
2470,4111199,194426
2471,4135756,194582
2472,4150499,194737
2473,4139735,194894
2474,4112862,195050
2475,4068296,195206
2476,4083302,195361
2477,6438408,195517
2478,5848940,195672
2479,8372339,195827
2480,9500224,195981
2481,5060291,196140
2482,5291966,196298
2483,4866104,196456
2484,4790527,196613
2485,4520214,196771
2486,4638036,196928
2487,4262348,197085
2488,4008299,197241
2489,6710727,197399
2490,9867657,197556
2491,6635436,197713
2492,5412859,197869
2493,5541940,198026
2494,5041594,198182
2495,5281500,198338
2496,5208928,198493
2497,5299794,198653
2498,5529904,198812
2499,5125779,198971
2500,4911016,199129
2501,5010770,199288
2502,4835167,199446
2503,4382241,199604
2504,4249513,199761
2505,4244107,199920
2506,4405394,200078
2507,4480326,200236
2508,4503098,200393
2509,4357805,200551
2510,5199697,200708
2511,5320878,200865
2512,5315699,201021
2513,5352414,201182
2514,5379939,201342
2515,5184028,201502
2516,5354797,201661
2517,5319180,201821
2518,5320005,201980
2519,4995521,202139
2520,5335884,202297
2521,5307147,202457
2522,5113985,202616
2523,5180672,202775
2524,5394226,202933
2525,6191413,203092
2526,5401404,203250
2527,5454836,203408
2528,4985411,203565
2529,4914244,203727
2530,5164855,203888
2531,4869900,204049
2532,4960941,204209
2533,4896936,204370
2534,4941399,204530
2535,4830828,204690
2536,4844332,204849
2537,5074651,205010
2538,4774003,205170
2539,4327168,205330
2540,4273815,205489
2541,4242081,205649
2542,4220633,205808
2543,4188063,205967
2544,4779964,206125
2545,5042356,206288
2546,4928831,206450
2547,4660119,206612
2548,8590031,206773
2549,4866383,206935
2550,5592945,207096
2551,5203350,207257
2552,6337086,207417
2553,5684640,207579
2554,6342310,207740
2555,5456132,207901
2556,5317696,208061
2557,6524790,208222
2558,5352503,208382
2559,5448293,208542
2560,4535872,208701
2561,4449377,208865
2562,4512208,209028
2563,4298382,209191
2564,4196469,209353
2565,5636255,209516
2566,6094598,209678
2567,4357042,209840
2568,4329731,210001
2569,4397457,210164
2570,5153360,210326
2571,4794062,210488
2572,5700394,210649
2573,5559188,210811
2574,5580176,210972
2575,5602612,211133
2576,5518212,211293
2577,5618530,211458
2578,5486608,211622
2579,5344204,211786
2580,5400742,211949
2581,5087385,212113
2582,4539167,212276
2583,4533231,212439
2584,4495556,212601
2585,5387935,212765
2586,5394424,212928
2587,5641177,213091
2588,5818377,213253
2589,5560396,213416
2590,5392219,213578
2591,5574691,213740
2592,6452197,213901
2593,9114438,214067
2594,5889254,214232
2595,5285850,214397
2596,5728830,214561
2597,5643640,214726
2598,11313936,214890
2599,10053320,215054
2600,9687203,215217
2601,7298235,215382
2602,5357038,215546
2603,5577366,215710
2604,5689201,215873
2605,5546178,216037
2606,5412040,216200
2607,5586580,216363
2608,5469564,216525
2609,5405730,216692
2610,5473831,216858
2611,5501945,217024
2612,5702461,217189
2613,5197830,217355
2614,5112836,217520
2615,5315426,217685
2616,5297999,217849
2617,5281364,218015
2618,4635889,218180
2619,5768174,218345
2620,4829098,218509
2621,4405253,218674
2622,4518591,218838
2623,4531081,219002
2624,10759510,219165
2625,10256132,219333
2626,10396886,219500
2627,11053242,219667
2628,6777179,219833
2629,9583899,220000
2630,6168961,220166
2631,4707135,220332
2632,4649676,220497
2633,5453774,220664
2634,5282695,220830
2635,5522392,220996
2636,5792002,221161
2637,5479599,221327
2638,5343656,221492
2639,5224306,221657
2640,5018076,221821
2641,5052804,221990
2642,4781729,222158
2643,5160899,222326
2644,5146018,222493
2645,5160388,222661
2646,5629179,222828
2647,5040457,222995
2648,5849002,223161
2649,7879131,223329
2650,6483285,223496
2651,4624032,223663
2652,5522022,223829
2653,6547630,223996
2654,5785511,224162
2655,6846779,224328
2656,11578029,224493
2657,7066688,224663
2658,4811826,224832
2659,4868000,225001
2660,4741858,225169
2661,4873792,225338
2662,4777901,225506
2663,4981707,225674
2664,5021374,225841
2665,5146833,226010
2666,6701899,226178
2667,6857533,226346
2668,7129807,226513
2669,7235372,226681
2670,7103243,226848
2671,6703353,227015
2672,7205415,227181
2673,9447424,227352
2674,9413576,227522
2675,6859363,227692
2676,6202962,227861
2677,6683176,228031
2678,6906101,228200
2679,6493958,228369
2680,6327005,228537
2681,6350621,228707
2682,5554773,228876
2683,6500123,229045
2684,6192754,229213
2685,5832146,229382
2686,6831148,229550
2687,6291745,229718
2688,5852791,229885
2689,6486560,230057
2690,7427963,230228
2691,6948783,230399
2692,6857004,230569
2693,6725045,230740
2694,6463528,230910
2695,6563576,231080
2696,6466556,231249
2697,6535508,231420
2698,6314888,231590
2699,6230296,231760
2700,6266427,231929
2701,6247352,232099
2702,6095893,232268
2703,5390004,232437
2704,6566913,232605
2705,6145924,232778
2706,5922841,232950
2707,6776226,233122
2708,10947309,233293
2709,12609340,233465
2710,13090818,233636
2711,12003763,233807
2712,6377015,233977
2713,6967133,234149
2714,10722017,234320
2715,7879469,234491
2716,6227553,234661
2717,6427825,234832
2718,6512975,235002
2719,7215661,235172
2720,10711635,235341
2721,8363445,235515
2722,6420602,235688
2723,6273421,235861
2724,6520729,236033
2725,6137989,236206
2726,5852893,236378
2727,5033905,236550
2728,5189507,236721
2729,9434611,236894
2730,9970052,237066
2731,9626740,237238
2732,11649004,237409
2733,5993836,237581
2734,6086072,237752
2735,6037401,237923
2736,5479632,238093
2737,5230144,238268
2738,5936532,238442
2739,6879359,238616
2740,6991540,238789
2741,6384144,238963
2742,6873271,239136
2743,6685281,239309
2744,6887207,239481
2745,6678428,239655
2746,5312347,239828
2747,5207370,240001
2748,5543036,240173
2749,5297130,240346
2750,5672067,240518
2751,7738402,240690
2752,7189852,240861
2753,7890990,241037
2754,11458475,241212
2755,7278383,241387
2756,6734038,241561
2757,6077520,241736
2758,5984650,241910
2759,6142970,242084
2760,6365336,242257
2761,7417706,242432
2762,6839271,242606
2763,6713662,242780
2764,6384958,242953
2765,6393894,243127
2766,6220672,243300
2767,6194159,243473
2768,6168357,243645
2769,6318210,243822
2770,6316796,243998
2771,6340145,244174
2772,6410056,244349
2773,6335253,244525
2774,8335839,244700
2775,7473056,244875
2776,7384808,245049
2777,7257363,245225
2778,8006394,245400
2779,7330060,245575
2780,6886509,245749
2781,6829091,245924
2782,6696339,246098
2783,6290224,246272
2784,6591911,246445
2785,6836547,246623
2786,6751257,246800
2787,6884269,246977
2788,6726478,247153
2789,6841380,247330
2790,6385827,247506
2791,6206712,247682
2792,6169042,247857
2793,6160573,248034
2794,7347817,248210
2795,7916592,248386
2796,5855522,248561
2797,5727909,248737
2798,5682485,248912
2799,5769393,249087
2800,6054994,249261
2801,6034913,249440
2802,6213345,249618
2803,6117671,249796
2804,5815459,249973
2805,5596782,250151
2806,7242286,250328
2807,10771944,250505
2808,6352580,250681
2809,6270998,250859
2810,6474364,251036
2811,6387312,251213
2812,6591886,251389
2813,6576774,251566
2814,6854479,251742
2815,6726897,251918
2816,6705745,252093
2817,6527586,252273
2818,7855700,252452
2819,6405732,252631
2820,6525288,252809
2821,8500240,252988
2822,5989319,253166
2823,7173427,253344
2824,6400621,253521
2825,6299440,253700
2826,10356732,253878
2827,6693323,254056
2828,10489304,254233
2829,13049511,254411
2830,10450132,254588
2831,6547327,254765
2832,6595263,254941
2833,6385361,255122
2834,6778987,255302
2835,6995760,255482
2836,6709115,255661
2837,6654177,255841
2838,6240673,256020
2839,6266372,256199
2840,6807216,256377
2841,6381305,256557
2842,6585703,256736
2843,6373621,256915
2844,6145012,257093
2845,6166770,257272
2846,6498802,257450
2847,6334860,257628
2848,6013071,257805
2849,5440616,257987
2850,5585840,258168
2851,6002961,258349
2852,5890580,258529
2853,5986676,258710
2854,5491790,258890
2855,5340616,259070
2856,5577242,259249
2857,7412586,259430
2858,5634687,259610
2859,6613827,259790
2860,6172942,259969
2861,5327158,260149
2862,5426583,260328
2863,5745896,260507
2864,5987339,260685
2865,7116318,260868
2866,6790052,261050
2867,6765203,261232
2868,5755303,261413
2869,5683672,261595
2870,6000944,261776
2871,7516202,261957
2872,6866447,262137
2873,6531995,262319
2874,6255127,262500
2875,6177494,262681
2876,6814268,262861
2877,6620281,263042
2878,6910775,263222
2879,7026204,263402
2880,6065837,263581
2881,6166870,263765
2882,6945199,263948
2883,5353745,264131
2884,6153778,264313
2885,5565239,264496
2886,5416306,264678
2887,6296531,264860
2888,9344934,265041
2889,7709747,265224
2890,8012928,265406
2891,8309984,265588
2892,10777435,265769
2893,9968447,265951
2894,8399817,266132
2895,8252055,266313
2896,7327997,266493
2897,6545153,266678
2898,7326307,266862
2899,8005241,267046
2900,7815636,267229
2901,8017587,267413
2902,7622535,267596
2903,7432878,267779
2904,7525826,267961
2905,7593431,268145
2906,7142037,268328
2907,7104224,268511
2908,7417002,268693
2909,7683524,268876
2910,7525779,269058
2911,7294613,269240
2912,7080424,269421
2913,6586951,269607
