sampleSize,hybridSort,keycomp
2914,6870505,269792
2915,13949474,269977
2916,8320838,270161
2917,7987716,270346
2918,10191849,270530
2919,12028926,270714
2920,13979863,270897
2921,14422783,271082
2922,15624402,271266
2923,9481150,271450
2924,8595838,271633
2925,7063291,271817
2926,7061733,272000
2927,6999428,272183
2928,7344936,272365
2929,7733780,272552
2930,7660932,272738
2931,7855820,272924
2932,8601115,273109
2933,7969979,273295
2934,7920410,273480
2935,7943883,273665
2936,8420811,273849
2937,8874187,274035
2938,7307665,274220
2939,6760879,274405
2940,7433369,274589
2941,7782165,274774
2942,7758757,274958
2943,7821417,275142
2944,7673239,275325
2945,7658941,275513
2946,6517150,275700
2947,6482868,275887
2948,6409331,276073
2949,6475318,276260
2950,6723189,276446
2951,7726032,276632
2952,8444447,276817
2953,8465520,277004
2954,7733682,277190
2955,7762015,277376
2956,7436606,277561
2957,7411462,277747
2958,7439925,277932
2959,7726250,278117
2960,7269389,278301
2961,6508722,278490
2962,5932464,278678
2963,6112193,278866
2964,6392295,279053
2965,7803920,279241
2966,14196866,279428
2967,9261481,279615
2968,7701088,279801
2969,12029716,279989
2970,13135566,280176
2971,10843656,280363
2972,8185795,280549
2973,10121398,280736
2974,7656187,280922
2975,6738807,281108
2976,12289154,281293
2977,13158392,281483
2978,10599850,281672
2979,9327215,281861
2980,6997870,282049
2981,8555405,282238
2982,6859006,282426
2983,6417969,282614
2984,5860469,282801
2985,5941079,282990
2986,5862154,283178
2987,5971243,283366
2988,6082684,283553
2989,6774396,283741
2990,6839237,283928
2991,6737620,284115
2992,6941498,284301
2993,9658055,284492
2994,12357054,284682
2995,12044618,284872
2996,7260808,285061
2997,7154432,285251
2998,7926733,285440
2999,7086945,285629
3000,6229432,285817
3001,6333172,286007
3002,6600273,286196
3003,8510573,286385
3004,6202353,286573
3005,6290664,286762
3006,6548505,286950
3007,7443552,287138
3008,9541265,287325
3009,7498877,287517
3010,7347653,287708
3011,6441655,287899
3012,6427543,288089
3013,7506198,288280
3014,7846020,288470
3015,7693155,288660
3016,8141373,288849
3017,7817138,289040
3018,7820132,289230
3019,7799494,289420
3020,7280643,289609
3021,7587933,289799
3022,11880132,289988
3023,6910227,290177
3024,6357047,290365
3025,7264734,290558
3026,6424681,290750
3027,6644169,290942
3028,6994056,291133
3029,6515218,291325
3030,6168585,291516
3031,6221045,291707
3032,10048858,291897
3033,8774429,292089
3034,8286920,292280
3035,9460684,292471
3036,9770024,292661
3037,6245748,292852
3038,6371667,293042
3039,10353446,293232
3040,13016130,293421
3041,12325300,293615
3042,7646121,293808
3043,7258741,294001
3044,10465781,294193
3045,7955718,294386
3046,7125184,294578
3047,11688425,294770
3048,8455289,294961
3049,16441608,295154
3050,8943462,295346
3051,10467740,295538
3052,17642444,295729
3053,17119397,295921
3054,10580186,296112
3055,8317279,296303
3056,8849287,296493
3057,11895020,296688
3058,8405724,296882
3059,8486985,297076
3060,8223081,297269
3061,8119330,297463
3062,8522822,297656
3063,7678653,297849
3064,7650533,298041
3065,7724851,298235
3066,7615196,298428
3067,9474588,298621
3068,9686065,298813
3069,8241648,299006
3070,8649310,299198
3071,7698588,299390
3072,8025146,299581
3073,10642695,299777
3074,14864216,299972
3075,8748309,300167
3076,8215971,300361
3077,8203721,300556
3078,7054939,300750
3079,9852965,300944
3080,8325817,301137
3081,6818194,301332
3082,7194368,301526
3083,7938685,301720
3084,8148181,301913
3085,8193927,302107
3086,8420286,302300
3087,7171703,302493
3088,8689472,302685
3089,16204326,302882
3090,16314000,303078
3091,11570855,303274
3092,7704981,303469
3093,8584680,303665
3094,8850029,303860
3095,8517094,304055
3096,8469676,304249
3097,14816564,304445
3098,9208857,304640
3099,8487197,304835
3100,8615146,305029
3101,6963762,305224
3102,7054044,305418
3103,7368117,305612
3104,7464166,305805
3105,7464275,306003
3106,11939702,306200
3107,8003147,306397
3108,8072787,306593
3109,8194763,306790
3110,11470254,306986
3111,10256247,307182
3112,10117877,307377
3113,9190387,307574
3114,8999366,307770
3115,8908050,307966
3116,8658273,308161
3117,9441382,308357
3118,10550738,308552
3119,12918005,308747
3120,9467862,308941
3121,6795358,309140
3122,7903666,309338
3123,7881968,309536
3124,7695176,309733
3125,7900654,309931
3126,7792320,310128
3127,7648340,310325
3128,8460664,310521
3129,8655181,310719
3130,9379651,310916
3131,9141192,311113
3132,10573785,311309
3133,8957306,311506
3134,8548423,311702
3135,8174255,311898
3136,7522223,312093
3137,8487571,312293
3138,7790251,312492
3139,8818967,312691
3140,8800349,312889
3141,10651171,313088
3142,8182202,313286
3143,8510569,313484
3144,8263084,313681
3145,8037427,313880
3146,7299060,314078
3147,7383667,314276
3148,7411724,314473
3149,7454114,314671
3150,7245890,314868
3151,7375185,315065
3152,7303555,315261
3153,7413790,315462
3154,7894184,315662
3155,9076177,315862
3156,7397923,316061
3157,8750291,316261
3158,9014419,316460
3159,8785338,316659
3160,8612020,316857
3161,13832601,317057
3162,9344800,317256
3163,7888834,317455
3164,8442508,317653
3165,8466677,317852
3166,7533693,318050
3167,9164518,318248
3168,8991354,318445
3169,8167011,318647
3170,8238932,318848
3171,13867217,319049
3172,8806371,319249
3173,7919260,319450
3174,7703126,319650
3175,8035425,319850
3176,8106122,320049
3177,8853518,320250
3178,8082650,320450
3179,7923312,320650
3180,8136558,320849
3181,8802679,321049
3182,8334945,321248
3183,9009890,321447
3184,8252194,321645
3185,8043240,321848
3186,7167539,322050
3187,7910256,322252
3188,7475730,322453
3189,7261311,322655
3190,7131698,322856
3191,7155359,323057
3192,8118893,323257
3193,9011727,323459
3194,9119645,323660
3195,8505339,323861
3196,8097628,324061
3197,9449553,324262
3198,7529793,324462
3199,8181187,324662
3200,6949320,324861
3201,7850415,325065
3202,8815319,325268
3203,9582253,325471
3204,9368053,325673
3205,9229536,325876
3206,9215054,326078
3207,8041685,326280
3208,7562865,326481
3209,7450588,326684
3210,7086546,326886
3211,8102620,327088
3212,8621274,327289
3213,7974015,327491
3214,8189832,327692
3215,8259236,327893
3216,8114392,328093
3217,8079500,328298
3218,8220829,328502
3219,7663731,328706
3220,15550313,328909
3221,14004245,329113
3222,7285183,329316
3223,8363679,329519
3224,8786188,329721
3225,8092256,329925
3226,7831226,330128
3227,8198892,330331
3228,15741882,330533
3229,7844813,330736
3230,6996557,330938
3231,9679597,331140
3232,10920610,331341
3233,17067361,331547
3234,9676254,331752
3235,10568507,331957
3236,9776181,332161
3237,7366550,332366
3238,12298054,332570
3239,15326473,332774
3240,8402933,332977
3241,8521349,333182
3242,13291088,333386
3243,13504742,333590
3244,13119058,333793
3245,9422880,333997
3246,9742719,334200
3247,8778811,334403
3248,7688039,334605
3249,7518540,334812
3250,8149534,335018
3251,7839389,335224
3252,10693900,335429
3253,10545679,335635
3254,12061772,335840
3255,8660897,336045
3256,9104638,336249
3257,9474293,336455
3258,9501551,336660
3259,12486283,336865
3260,14568686,337069
3261,11192980,337274
3262,8694817,337478
3263,9031496,337682
3264,9012655,337885
3265,9830443,338093
3266,9527926,338300
3267,9358179,338507
3268,9362048,338713
3269,8977245,338920
3270,8903082,339126
3271,8924886,339332
3272,7608219,339537
3273,7600473,339744
3274,7516009,339950
3275,7551992,340156
3276,7436566,340361
3277,7493712,340567
3278,7273124,340772
3279,7270798,340977
3280,8419211,341181
3281,8233065,341390
3282,8679056,341598
3283,9112482,341806
3284,9923706,342013
3285,9952297,342221
3286,8815316,342428
3287,9830371,342635
3288,9357620,342841
3289,8059507,343049
3290,8550887,343256
3291,10077829,343463
3292,7950749,343669
3293,8092584,343876
3294,8085409,344082
3295,8127202,344288
3296,7931063,344493
3297,8448846,344703
3298,9111677,344912
3299,10336799,345121
3300,9937071,345329
3301,9436829,345538
3302,9634879,345746
3303,8827001,345954
3304,16459327,346161
3305,10096265,346370
3306,14091207,346578
3307,15852610,346786
3308,9303378,346993
3309,9565634,347201
3310,10818161,347408
3311,11307209,347615
3312,9112686,347821
3313,10721698,348032
3314,10566230,348242
3315,9525668,348452
3316,9815367,348661
3317,10096598,348871
3318,10398287,349080
3319,9170126,349289
3320,8697747,349497
3321,9997435,349707
3322,9527753,349916
3323,8893273,350125
3324,12417923,350333
3325,11092670,350542
3326,11961414,350750
3327,9556122,350958
3328,11000324,351165
3329,8999389,351377
3330,10150047,351588
3331,9893853,351799
3332,10520229,352009
3333,10270728,352220
3334,12044684,352430
3335,10635336,352640
3336,18432481,352849
3337,8196005,353060
3338,9268854,353270
3339,19655798,353480
3340,18951649,353689
3341,19263270,353899
3342,11464589,354108
3343,9251908,354317
3344,7784776,354525
3345,10153717,354738
3346,9446578,354950
3347,12438247,355162
3348,8870391,355373
3349,13232038,355585
3350,11047144,355796
3351,8454477,356007
3352,8385629,356217
3353,8356164,356429
3354,8721822,356640
3355,8932478,356851
3356,10587261,357061
3357,9279596,357272
3358,9707954,357482
3359,9946677,357692
3360,9553683,357901
3361,9945458,358115
3362,10072932,358328
3363,13425252,358541
3364,9024195,358753
3365,9477841,358966
3366,11757580,359178
3367,14905060,359390
3368,8924014,359601
3369,8882655,359814
3370,9380214,360026
3371,9707723,360238
3372,8360313,360449
3373,8111260,360661
3374,9233395,360872
3375,10804225,361083
3376,12930921,361293
3377,11135089,361508
3378,11559385,361722
3379,8412977,361936
3380,8567877,362149
3381,8419499,362363
3382,9698832,362576
3383,11459032,362789
3384,9418847,363001
3385,10138428,363215
3386,13500126,363428
3387,11943300,363641
3388,8547026,363853
3389,8542751,364066
3390,9382173,364278
3391,10850350,364490
3392,9893102,364701
3393,8862220,364917
3394,8771816,365132
3395,8916371,365347
3396,8688228,365561
3397,9450149,365776
3398,10200570,365990
3399,10035265,366204
3400,10575400,366417
3401,11604086,366632
3402,11400713,366846
3403,10716670,367060
3404,11664958,367273
3405,13487959,367487
3406,14684686,367700
3407,15408272,367913
3408,10324362,368125
3409,10357350,368342
3410,9718668,368558
3411,10872311,368774
3412,11776125,368989
3413,11406393,369205
3414,11840136,369420
3415,13415137,369635
3416,12041126,369849
3417,11236036,370065
3418,11245676,370280
3419,10028602,370495
3420,11119875,370709
3421,10351374,370924
3422,10853256,371138
3423,10964103,371352
3424,8745750,371565
3425,8737901,371783
3426,8613770,372000
3427,10578864,372217
3428,10470681,372433
3429,11034196,372650
3430,19028991,372866
3431,11386093,373082
3432,11360180,373297
3433,15158060,373514
3434,14238955,373730
3435,13470190,373946
3436,14596985,374161
3437,11555885,374377
3438,8805708,374592
3439,8761767,374807
3440,9402322,375021
3441,10690551,375240
3442,10758866,375458
3443,10806977,375676
3444,12608442,375893
3445,19788950,376111
3446,10167427,376328
3447,9938266,376545
3448,10444480,376761
3449,10683361,376979
3450,10429656,377196
3451,9727668,377413
3452,16054499,377629
3453,19695727,377846
3454,13852610,378062
3455,9263579,378278
3456,9932491,378493
3457,10566402,378713
3458,9991995,378932
3459,10478327,379151
3460,11380353,379369
3461,12270988,379588
3462,14139240,379806
3463,12949754,380024
3464,12473340,380241
3465,11422989,380460
3466,11308507,380678
3467,16985693,380896
3468,11769157,381113
3469,11862176,381331
3470,12836415,381548
3471,12873120,381765
3472,11777506,381981
3473,15337275,382202
3474,9348913,382422
3475,9608695,382642
3476,10779545,382861
3477,11184098,383081
3478,11146198,383300
3479,11214086,383519
3480,10576327,383737
3481,10675106,383957
3482,11542854,384176
3483,10784562,384395
3484,15043367,384613
3485,10106072,384832
3486,9751719,385050
3487,11529399,385268
3488,8905870,385485
3489,12577688,385707
3490,11963550,385928
3491,11145305,386149
3492,11144745,386369
3493,10675669,386590
3494,10560562,386810
3495,10142040,387030
3496,9980246,387249
3497,10945817,387470
3498,11010769,387690
3499,11243317,387910
3500,11186967,388129
3501,12726467,388349
3502,8870136,388568
3503,8710000,388787
3504,8529546,389005
3505,8675892,389228
3506,8668677,389450
3507,9122666,389672
3508,8749603,389893
3509,10420590,390115
3510,10246361,390336
3511,10827651,390557
3512,10372590,390777
3513,18981512,390999
3514,10116337,391220
3515,9021362,391441
3516,10165855,391661
3517,11330988,391882
3518,9991368,392102
3519,10441368,392322
3520,10614082,392541
3521,9867725,392765
3522,9268021,392988
3523,9718766,393211
3524,9704567,393433
3525,9652320,393656
3526,10247005,393878
3527,9404283,394100
3528,9866770,394321
3529,9130302,394544
3530,10113960,394766
3531,7974647,394988
3532,9869987,395209
3533,8684075,395431
3534,12784724,395652
3535,10946221,395873
3536,10470223,396093
3537,10331710,396318
3538,10511684,396542
3539,10030016,396766
3540,8631276,396989
3541,9997884,397213
3542,10000418,397436
3543,10585027,397659
3544,10181909,397881
3545,10397705,398105
3546,9951118,398328
3547,9915796,398551
3548,9714696,398773
3549,9264262,398996
3550,8702714,399218
3551,9727187,399440
3552,8102447,399661
3553,8472126,399887
3554,8533704,400112
3555,10542253,400337
3556,10113960,400561
3557,10626763,400786
3558,9844182,401010
3559,9979552,401234
3560,9638668,401457
3561,10110589,401682
3562,9727739,401906
3563,10577598,402130
3564,10776271,402353
3565,10245473,402577
3566,11011418,402800
3567,12336695,403023
3568,10943442,403245
3569,10977178,403472
3570,10780148,403698
3571,10771551,403924
3572,10808607,404149
3573,17280759,404375
3574,10668965,404600
3575,10583535,404825
3576,10167343,405049
3577,9256716,405275
3578,9268652,405500
3579,9274151,405725
3580,9449056,405949
3581,12653211,406174
3582,11846691,406398
3583,14967893,406622
3584,10198836,406845
3585,11695352,407073
3586,10906502,407300
3587,10454441,407527
3588,14303060,407753
3589,9904204,407980
3590,9294588,408206
3591,9360831,408432
3592,9639885,408657
3593,9255602,408884
3594,9188553,409110
3595,14880787,409336
3596,11802910,409561
3597,10313780,409787
3598,9834305,410012
3599,9319485,410237
3600,10097165,410461
3601,10215745,410690
3602,9841108,410918
3603,9610224,411146
3604,8945493,411373
3605,8255852,411601
3606,8941101,411828
3607,10074790,412055
3608,10515281,412281
3609,10434773,412509
3610,11109513,412736
3611,9945074,412963
3612,9056369,413189
3613,8801335,413416
3614,11505138,413642
3615,9897979,413868
3616,10411249,414093
3617,10021092,414323
3618,10446234,414552
3619,10156313,414781
3620,10683415,415009
3621,10102942,415238
3622,10580954,415466
3623,12095259,415694
3624,10426075,415921
3625,10409785,416150
3626,9629267,416378
3627,9249462,416606
3628,10537728,416833
3629,14772785,417061
3630,10785327,417288
3631,10070705,417515
3632,8376618,417741
3633,9983966,417972
3634,11734976,418202
3635,17789948,418432
3636,15305453,418661
3637,9754624,418891
3638,10424185,419120
3639,9366769,419349
3640,9578240,419577
3641,9634717,419807
3642,9634633,420036
3643,10563315,420265
3644,12885605,420493
3645,10563068,420722
3646,10980166,420950
3647,9374366,421178
3648,12659844,421405
3649,14290364,421637
3650,12677191,421868
3651,12156134,422099
3652,11334765,422329
3653,15703696,422560
3654,11001961,422790
3655,11043883,423020
3656,12030336,423249
3657,10655860,423480
3658,11823617,423710
3659,11317232,423940
3660,12148714,424169
3661,17532619,424399
3662,11597349,424628
3663,11509312,424857
3664,11788873,425085
3665,13601914,425318
3666,11207995,425550
3667,11237739,425782
3668,11301916,426013
3669,10999153,426245
3670,10824925,426476
3671,11777446,426707
3672,14577024,426937
3673,8216569,427169
3674,10784434,427400
3675,8270126,427631
3676,8950713,427861
3677,7265858,428092
3678,7840771,428322
3679,8706801,428552
3680,8319900,428781
3681,9007587,429015
3682,9042828,429248
3683,9046571,429481
3684,8885424,429713
3685,9024090,429946
3686,8927352,430178
3687,8609669,430410
3688,7119088,430641
3689,9016199,430874
3690,8652223,431106
3691,8770970,431338
3692,8553832,431569
3693,8871031,431801
3694,12133387,432032
3695,10058288,432263
3696,9726139,432493
3697,10540862,432728
3698,11028863,432962
3699,10815173,433196
3700,10325812,433429
3701,8168678,433663
3702,7908184,433896
3703,7685897,434129
3704,9877876,434361
3705,8446610,434595
3706,9032663,434828
3707,9746647,435061
3708,11207462,435293
3709,11745635,435526
3710,11113079,435758
3711,11458523,435990
3712,12101041,436221
3713,13954373,436457
3714,10623906,436692
3715,9771584,436927
3716,8981971,437161
3717,12015402,437396
3718,10788330,437630
3719,15101945,437864
3720,18309259,438097
3721,13626019,438332
3722,12844171,438566
3723,12871232,438800
3724,13805546,439033
3725,14163866,439267
3726,13320781,439500
3727,12953417,439733
3728,12119510,439965
3729,11563300,440202
3730,12106393,440438
3731,13419129,440674
3732,14031493,440909
3733,23155980,441145
3734,24817946,441380
3735,23296848,441615
3736,13082937,441849
3737,13640062,442085
3738,15726144,442320
3739,11653668,442555
3740,14371575,442789
3741,13862153,443024
3742,13651434,443258
3743,13216665,443492
3744,13222484,443725
3745,15457134,443963
3746,14976354,444200
3747,16615660,444437
3748,18141972,444673
3749,14569330,444910
3750,22097467,445146
3751,20650461,445382
3752,30602529,445617
3753,27875288,445854
3754,28746145,446090
3755,23992698,446326
3756,21029575,446561
3757,16924172,446797
3758,14667582,447032
3759,12536625,447267
3760,12218022,447501
3761,13624866,447740
3762,16643951,447978
3763,16140786,448216
3764,15701995,448453
3765,15494010,448691
3766,14622463,448928
3767,15104936,449165
3768,20595793,449401
3769,13251398,449639
3770,12349995,449876
3771,12759374,450113
3772,13296060,450349
3773,12673710,450586
3774,12942466,450822
3775,11927328,451058
3776,12100255,451293
3777,15445356,451533
3778,15420609,451772
3779,12518657,452011
3780,8492036,452249
3781,8070315,452488
3782,9273385,452726
3783,14461606,452964
3784,12338250,453201
3785,11876626,453440
3786,11972912,453678
3787,12246044,453916
3788,12002273,454153
3789,10891216,454391
3790,10726723,454628
3791,10439053,454865
3792,12164800,455101
3793,18376512,455342
3794,10547199,455582
3795,10287314,455822
3796,10270601,456061
3797,11032491,456301
3798,7586905,456540
3799,7588913,456779
3800,10517826,457017
3801,10546245,457257
3802,9512492,457496
3803,9345534,457735
3804,9639820,457973
3805,9255506,458212
3806,9461509,458450
3807,9542230,458688
3808,10216809,458925
3809,10497797,459167
3810,10342871,459408
3811,9595192,459649
3812,10660787,459889
3813,10014454,460130
3814,11049063,460370
3815,10129556,460610
3816,9569771,460849
3817,9568224,461090
3818,8487672,461330
3819,9584174,461570
3820,9198917,461809
3821,9940086,462049
3822,9669033,462288
3823,10079441,462527
3824,8893052,462765
3825,10542712,463008
3826,9527594,463250
3827,9067976,463492
3828,9637139,463733
3829,8521005,463975
3830,10548551,464216
3831,8752554,464457
3832,9571442,464697
3833,9209488,464939
3834,9302682,465180
3835,9398255,465421
3836,7758405,465661
3837,8146292,465902
3838,9249664,466142
3839,11621558,466382
3840,10580254,466621
3841,9036569,466865
3842,9146922,467108
3843,9139149,467351
3844,13686495,467593
3845,10294314,467836
3846,10692762,468078
3847,9226978,468320
3848,8414656,468561
3849,9252855,468804
3850,10276210,469046
3851,11078350,469288
3852,10538679,469529
3853,10120686,469771
3854,10343541,470012
3855,10108122,470253
3856,10183716,470493
3857,10158823,470738
3858,11130019,470982
3859,10357943,471226
3860,9438161,471469
3861,8982417,471713
3862,7906823,471956
3863,8776725,472199
3864,10111665,472441
3865,7917413,472685
3866,7598313,472928
3867,16644756,473171
3868,7615065,473413
3869,8243338,473656
3870,11190345,473898
3871,10449116,474140
3872,10401823,474381
3873,9698354,474627
3874,9710415,474872
3875,10741145,475117
3876,10786874,475361
3877,10248337,475606
3878,12099941,475850
3879,10435347,476094
3880,17570849,476337
3881,10464444,476582
3882,10357349,476826
3883,10820604,477070
3884,10433697,477313
3885,8580323,477557
3886,9412796,477800
3887,12497492,478043
3888,10619604,478285
3889,10309086,478532
3890,9935220,478778
3891,16056678,479024
3892,12600750,479269
3893,10252431,479515
3894,10184878,479760
3895,10061192,480005
3896,10133929,480249
3897,10403753,480495
3898,18622387,480740
3899,9155270,480985
3900,9814376,481229
3901,10827745,481474
3902,11847513,481718
3903,11148990,481962
3904,9748223,482205
3905,9108615,482453
3906,8908918,482700
3907,8762181,482947
3908,8760158,483193
3909,10160196,483440
3910,9624678,483686
3911,10395540,483932
3912,12151183,484177
3913,11421728,484424
3914,10456919,484670
3915,10573082,484916
3916,10299629,485161
3917,9988712,485407
3918,11080444,485652
3919,10306616,485897
3920,9971279,486141
3921,9932185,486390
3922,9793026,486638
3923,10165769,486886
3924,9950145,487133
3925,11009855,487381
3926,9897133,487628
3927,9362870,487875
3928,8875809,488121
3929,9634744,488369
3930,10083681,488616
3931,10600234,488863
3932,10318126,489109
3933,8698436,489356
3934,8335465,489602
3935,8574532,489848
3936,10885988,490093
3937,10185894,490343
3938,10117041,490592
3939,10508018,490841
3940,10010832,491089
3941,10274906,491338
3942,10004887,491586
3943,9837882,491834
3944,10136251,492081
3945,10191870,492330
3946,10515681,492578
3947,14285930,492826
3948,14270552,493073
3949,10263750,493321
3950,9769631,493568
3951,10616069,493815
3952,9877681,494061
3953,10049203,494312
3954,10184609,494562
3955,10644602,494812
3956,10308633,495061
3957,10256632,495311
3958,9579866,495560
3959,10082039,495809
3960,9351037,496057
3961,9851740,496307
3962,9533174,496556
3963,9683241,496805
3964,9794824,497053
3965,9799019,497302
3966,9603627,497550
3967,9204787,497798
3968,9677916,498045
3969,9025855,498297
3970,9479061,498548
3971,9028008,498799
3972,9210243,499049
3973,9318881,499300
3974,9861705,499550
3975,10053922,499800
3976,10455591,500049
3977,9436533,500300
3978,9083909,500550
3979,9719496,500800
3980,9255922,501049
3981,8680460,501299
3982,9399692,501548
3983,10004974,501797
3984,11292523,502045
3985,10234539,502298
3986,10134240,502550
3987,10239022,502802
3988,10019502,503053
3989,10611734,503305
3990,10382607,503556
3991,9822542,503807
3992,9738766,504057
3993,9757270,504309
3994,9567666,504560
3995,9315289,504811
3996,9051089,505061
3997,9668094,505312
3998,9688270,505562
3999,8849277,505812
4000,8899597,506061
4001,9640269,506315
4002,10422230,506568
4003,11613082,506821
4004,17707781,507073
4005,13867047,507326
4006,10600824,507578
4007,9099856,507830
4008,9781799,508081
4009,9643039,508334
4010,9970161,508586
4011,9788419,508838
4012,9697509,509089
4013,9905157,509341
4014,9848182,509592
4015,9994844,509843
4016,10008869,510093
4017,9059340,510348
4018,10296384,510602
4019,10598049,510856
4020,9988827,511109
4021,9159129,511363
4022,8463582,511616
4023,8785012,511869
4024,10810628,512121
4025,10044157,512375
4026,9531357,512628
4027,9193199,512881
4028,9250323,513133
4029,9614437,513386
4030,10061196,513638
4031,10007178,513890
4032,9984551,514141
4033,9798021,514397
4034,9173673,514652
4035,9593131,514907
4036,10008354,515161
4037,9960731,515416
4038,9632229,515670
4039,9634113,515924
4040,9724097,516177
4041,9286765,516432
4042,11552124,516686
4043,10086376,516940
4044,9200409,517193
4045,10227497,517447
4046,8977569,517700
4047,9463092,517953
4048,9552677,518205
4049,10686380,518462
4050,9718907,518718
4051,10214361,518974
4052,8769341,519229
4053,9704992,519485
4054,9738148,519740
4055,9604453,519995
4056,8912384,520249
4057,8920497,520505
4058,9059533,520760
4059,9962936,521015
4060,12106782,521269
4061,10384104,521524
4062,12071516,521778
4063,9001956,522032
4064,9644885,522285
4065,10417785,522543
4066,11271946,522800
4067,10387121,523057
4068,10455965,523313
4069,10251322,523570
4070,10313431,523826
4071,10639889,524082
4072,11719754,524337
4073,10671417,524594
4074,9517373,524850
4075,10016972,525106
4076,10127427,525361
4077,14208991,525617
4078,14722437,525872
4079,10347426,526127
4080,10045390,526381
4081,10135192,526640
4082,11701987,526898
4083,11017593,527156
4084,10747371,527413
4085,11818429,527671
4086,11025994,527928
4087,9740714,528185
4088,9800620,528441
4089,10859024,528699
4090,11823703,528956
4091,12551424,529213
4092,10514157,529469
4093,9349863,529726
4094,10595565,529982
4095,9923471,530238
4096,10697332,530493
4097,10937552,530753
4098,11014949,531012
4099,11008948,531271
4100,9108553,531529
4101,10035808,531788
4102,11352022,532046
4103,10953775,532304
4104,11981117,532561
4105,12201018,532820
4106,11139938,533078
4107,10926771,533336
4108,10534927,533593
4109,9778738,533851
4110,10440869,534108
4111,10515450,534365
4112,10363649,534621
4113,10597758,534882
4114,10352756,535142
4115,10325112,535402
4116,10928050,535661
4117,10088080,535921
4118,10265353,536180
4119,12729869,536439
4120,10948364,536697
4121,11461247,536957
4122,12283528,537216
4123,13885103,537475
4124,11186011,537733
4125,10143774,537992
4126,12856653,538250
4127,11171564,538508
4128,12328413,538765
4129,10811128,539027
4130,12123829,539288
4131,11941687,539549
4132,11164356,539809
4133,11304534,540070
4134,11826333,540330
4135,12920315,540590
4136,17420786,540849
4137,12610894,541110
4138,11236833,541370
4139,11194481,541630
4140,11740016,541889
4141,11703562,542149
4142,10906561,542408
4143,11527049,542667
4144,11323032,542925
4145,15114350,543188
4146,11363772,543450
4147,13125675,543712
4148,12653532,543973
4149,14007444,544235
4150,11963075,544496
4151,14864733,544757
4152,15409996,545017
4153,21965175,545279
4154,21575430,545540
4155,14673209,545801
4156,14196155,546061
4157,16271458,546322
4158,17599927,546582
4159,14548106,546842
4160,18920635,547101
4161,29836713,547365
4162,36747719,547628
4163,19254841,547891
4164,22720133,548153
4165,30624979,548416
4166,23633785,548678
4167,17981595,548940
4168,21586916,549201
4169,31017753,549464
4170,23252565,549726
4171,19416619,549988
4172,26865311,550249
4173,26733664,550511
4174,20743997,550772
4175,19866389,551033
4176,20101078,551293
4177,20057834,551558
4178,17665015,551822
4179,23447676,552086
4180,16586825,552349
4181,15827247,552613
4182,15686019,552876
4183,16777353,553139
4184,15747465,553401
4185,15096560,553665
4186,15958170,553928
4187,19766406,554191
4188,15302756,554453
4189,26991594,554716
4190,25845520,554978
4191,13859759,555240
4192,16927791,555501
4193,15458309,555767
4194,18735812,556032
4195,16038575,556297
4196,19230685,556561
4197,16211640,556826
4198,13528204,557090
4199,16631642,557354
4200,15779520,557617
4201,15555804,557882
4202,15390151,558146
4203,15649964,558410
4204,15774305,558673
4205,14861843,558937
4206,15291809,559200
4207,14018716,559463
4208,14237591,559725
4209,22488753,559992
4210,13925172,560258
4211,14063204,560524
4212,14535650,560789
4213,14858035,561055
4214,13145607,561320
4215,13814624,561585
4216,14403581,561849
4217,14256396,562115
4218,13855928,562380
4219,13731876,562645
4220,13926004,562909
4221,14302148,563174
4222,13711169,563438
4223,13651916,563702
4224,13549833,563965
4225,11836450,564233
4226,12649019,564500
4227,12788154,564767
4228,12940358,565033
4229,18472666,565300
4230,12962575,565566
4231,11689884,565832
4232,11595076,566097
4233,12813001,566364
4234,11713857,566630
4235,10472982,566896
4236,13947151,567161
4237,12856784,567427
4238,12638249,567692
4239,15596992,567957
4240,12176699,568221
4241,13090761,568490
4242,13129309,568758
4243,12862991,569026
4244,12949837,569293
4245,13062346,569561
4246,12996713,569828
4247,10790315,570095
4248,12908834,570361
4249,12683264,570629
4250,15647023,570896
4251,12836888,571163
4252,12345773,571429
4253,11601573,571696
4254,9300696,571962
4255,11370079,572228
4256,11717426,572493
4257,10173605,572763
4258,13347854,573032
4259,12702738,573301
4260,12434934,573569
4261,11955837,573838
4262,12271888,574106
4263,13104901,574374
4264,16416424,574641
4265,12536773,574910
4266,12418713,575178
4267,11494506,575446
4268,12029621,575713
4269,11946554,575981
4270,10467068,576248
4271,10692895,576515
4272,12062719,576781
4273,13528176,577052
4274,14082556,577322
4275,22040247,577592
4276,15577575,577861
4277,13971394,578131
4278,10779027,578400
4279,12487377,578669
4280,11950168,578937
4281,11974371,579207
4282,11279476,579476
4283,10543922,579745
4284,12032578,580013
4285,10201996,580282
4286,11341394,580550
4287,17057579,580818
4288,11509709,581085
4289,10769407,581357
4290,12267873,581628
4291,9933995,581899
4292,10674540,582169
4293,13363215,582440
4294,11126042,582710
4295,11662985,582980
4296,10259997,583249
4297,11305137,583520
4298,10988246,583790
4299,11222613,584060
4300,11372253,584329
4301,11198254,584599
4302,11325457,584868
4303,11682726,585137
4304,11885420,585405
4305,11434660,585678
4306,11372640,585950
4307,11375480,586222
4308,11497281,586493
4309,10955418,586765
4310,11315842,587036
4311,11703711,587307
