sampleSize,mergeSort,keycomp
2960,5007254,23759
2961,6163935,23769
2962,6097777,23778
2963,6171285,23787
2964,5947169,23795
2965,4966792,23804
2966,4633818,23812
2967,4678406,23820
2968,4565357,23827
2969,4865009,23836
2970,4579313,23844
2971,4621050,23852
2972,5264210,23859
2973,4880090,23867
2974,5107690,23874
2975,5052699,23881
2976,8251293,23887
2977,12390411,23897
2978,10245252,23906
2979,12872034,23915
2980,10575337,23923
2981,8618342,23932
2982,9267582,23940
2983,9325486,23948
2984,8979673,23955
2985,8112988,23964
2986,7656458,23972
2987,7259854,23980
2988,7877346,23987
2989,8327800,23995
2990,7881207,24002
2991,7557866,24009
2992,9890090,24015
2993,8329104,24024
2994,7649423,24032
2995,6079935,24040
2996,6084034,24047
2997,6430065,24055
2998,6348068,24062
2999,6818738,24069
3000,6086179,24075
3001,5966630,24083
3002,7078484,24090
3003,6729339,24097
3004,7021466,24103
3005,7216169,24110
3006,5538774,24116
3007,4363332,24122
3008,4300903,24127
3009,4344918,24137
3010,4469753,24146
3011,4931243,24155
3012,4559583,24163
3013,5060031,24172
3014,5632802,24180
3015,6383270,24188
3016,6469891,24195
3017,6218302,24204
3018,6594713,24212
3019,5977366,24220
3020,5599765,24227
3021,5389640,24235
3022,5442109,24242
3023,5204592,24249
3024,5566877,24255
3025,5394207,24264
3026,6100761,24272
3027,5507192,24280
3028,5475662,24287
3029,5418809,24295
3030,5280226,24302
3031,5222344,24309
3032,5185721,24315
3033,6910358,24323
3034,7197050,24330
3035,5417152,24337
3036,5336268,24343
3037,5224795,24350
3038,5268729,24356
3039,6239221,24362
3040,5499568,24367
3041,5538779,24376
3042,5219425,24384
3043,5211119,24392
3044,5102604,24399
3045,4993647,24407
3046,4686026,24414
3047,5150593,24421
3048,4950904,24427
3049,5112621,24435
3050,5021344,24442
3051,5001819,24449
3052,5133824,24455
3053,4556079,24462
3054,4648531,24468
3055,5831913,24474
3056,5823883,24479
3057,5780310,24487
3058,6026446,24494
3059,5978713,24501
3060,5996949,24507
3061,5971850,24514
3062,6182843,24520
3063,7514396,24526
3064,5356347,24531
3065,5325208,24538
3066,5330761,24544
3067,5200094,24550
3068,5054146,24555
3069,5945908,24561
3070,5861686,24566
3071,4728254,24571
3072,4976898,24575
3073,4607518,24588
3074,4662008,24600
3075,4968305,24612
3076,4975270,24623
3077,5064068,24635
3078,5149637,24646
3079,6300903,24657
3080,6324391,24667
3081,6387208,24679
3082,6491091,24690
3083,7699646,24701
3084,5794842,24711
3085,6159955,24722
3086,5581091,24732
3087,6715883,24742
3088,6320647,24751
3089,5439759,24763
3090,5523012,24774
3091,5476972,24785
3092,5362539,24795
3093,6086897,24806
3094,5849326,24816
3095,5401333,24826
3096,6138150,24835
3097,6710245,24846
3098,6438512,24856
3099,6261371,24866
3100,5739583,24875
3101,7917836,24885
3102,5691472,24894
3103,5925262,24903
3104,6352924,24911
3105,6745297,24923
3106,6655017,24934
3107,10435482,24945
3108,9680731,24955
3109,5845721,24966
3110,6105431,24976
3111,6078300,24986
3112,7319068,24995
3113,7265425,25006
3114,7882969,25016
3115,6339049,25026
3116,5746343,25035
3117,5142936,25045
3118,6203196,25054
3119,8049024,25063
3120,6554152,25071
3121,6985800,25082
3122,6262910,25092
3123,5898390,25102
3124,5894189,25111
3125,7909486,25121
3126,7382257,25130
3127,7143230,25139
3128,7100957,25147
3129,7774387,25157
3130,8300461,25166
3131,8156020,25175
3132,4964909,25183
3133,4904787,25192
3134,5731411,25200
3135,6320532,25208
3136,5837028,25215
3137,5900269,25227
3138,6642570,25238
3139,8016396,25249
3140,6363264,25259
3141,7506715,25270
3142,6549069,25280
3143,6576173,25290
3144,6791217,25299
3145,8128396,25310
3146,7133202,25320
3147,6611450,25330
3148,6461596,25339
3149,6311100,25349
3150,6338990,25358
3151,7062850,25367
3152,6497987,25375
3153,6308904,25386
3154,6359838,25396
3155,6999104,25406
3156,6987825,25415
3157,6257132,25425
3158,6285901,25434
3159,6006363,25443
3160,6973806,25451
3161,6250936,25461
3162,5948163,25470
3163,6331794,25479
3164,5839925,25487
3165,6085044,25496
3166,6295260,25504
3167,5803515,25512
3168,5890314,25519
3169,5718642,25530
3170,5842079,25540
3171,6177833,25550
3172,7245215,25559
3173,6309385,25569
3174,7626101,25578
3175,5908002,25587
3176,6783610,25595
3177,7048671,25605
3178,8095448,25614
3179,7711156,25623
3180,7035589,25631
3181,6020716,25640
3182,5341977,25648
3183,5284135,25656
3184,5126500,25663
3185,5165609,25673
3186,5081141,25682
3187,5790035,25691
3188,5098529,25699
3189,5196595,25708
3190,5078221,25716
3191,6075064,25724
3192,6097431,25731
3193,6066869,25740
3194,5105962,25748
3195,4855013,25756
3196,4528292,25763
3197,4082763,25771
3198,4077393,25778
3199,4118112,25785
3200,4895674,25791
3201,7234154,25803
3202,7332579,25814
3203,4793569,25825
3204,4918273,25835
3205,4653925,25846
3206,4652990,25856
3207,6084064,25866
3208,5710412,25875
3209,5687913,25886
3210,5740958,25896
3211,5687180,25906
3212,5499223,25915
3213,5618420,25925
3214,7630096,25934
3215,6707484,25943
3216,6584495,25951
3217,6610678,25962
3218,6702217,25972
3219,6843480,25982
3220,6904308,25991
3221,6738431,26001
3222,6578595,26010
3223,6710822,26019
3224,6168764,26027
3225,5309269,26037
3226,4382697,26046
3227,4317064,26055
3228,4252545,26063
3229,5485260,26072
3230,6816004,26080
3231,5533259,26088
3232,5522249,26095
3233,5408653,26106
3234,5326790,26116
3235,5348573,26126
3236,5219955,26135
3237,5687260,26145
3238,5560088,26154
3239,5455090,26163
3240,5220534,26171
3241,4829071,26181
3242,5101786,26190
3243,5084789,26199
3244,5014283,26207
3245,5038323,26216
3246,6192570,26224
3247,6589297,26232
3248,6287695,26239
3249,5750828,26249
3250,5216561,26258
3251,5166310,26267
3252,5408823,26275
3253,5177026,26284
3254,5248980,26292
3255,5196958,26300
3256,5167336,26307
3257,5250559,26316
3258,5012794,26324
3259,5080184,26332
3260,6433823,26339
3261,7093447,26347
3262,6202926,26354
3263,6298037,26361
3264,5590687,26367
3265,5007248,26378
3266,7119639,26388
3267,6404905,26398
3268,5483488,26407
3269,5484582,26417
3270,5767162,26426
3271,5567295,26435
3272,5581741,26443
3273,9539533,26453
3274,8211133,26462
3275,5617128,26471
3276,5462997,26479
3277,5600202,26488
3278,5839048,26496
3279,6871782,26504
3280,6055132,26511
3281,5582668,26521
3282,5516446,26530
3283,5701975,26539
3284,5807747,26547
3285,5037747,26556
3286,5717992,26564
3287,5631091,26572
3288,6820807,26579
3289,8180176,26588
3290,5917631,26596
3291,5869476,26604
3292,5659893,26611
3293,6445951,26619
3294,5739091,26626
3295,5675825,26633
3296,5672538,26639
3297,5484241,26649
3298,5419378,26658
3299,5182213,26667
3300,5903705,26675
3301,5532076,26684
3302,5459501,26692
3303,5374621,26700
3304,5234205,26707
3305,5338887,26716
3306,6413024,26724
3307,5653628,26732
3308,5283782,26739
3309,5751360,26747
3310,5711253,26754
3311,5399307,26761
3312,6049786,26767
3313,5364531,26776
3314,5502110,26784
3315,5383996,26792
3316,4857961,26799
3317,4894430,26807
3318,4916056,26814
3319,5833795,26821
3320,5078174,26827
3321,5122368,26835
3322,5300229,26842
3323,5377208,26849
3324,5203143,26855
3325,5378457,26862
3326,5624924,26868
3327,5731170,26874
3328,5507807,26879
3329,5753248,26891
3330,6866384,26902
3331,6946501,26913
3332,5570110,26923
3333,5504780,26934
3334,5529049,26944
3335,5271372,26954
3336,5209087,26963
3337,5176489,26974
3338,7001495,26984
3339,5539343,26994
3340,5423276,27003
3341,5246011,27013
3342,5284132,27022
3343,6577365,27031
3344,5991867,27039
3345,5934392,27050
3346,5539049,27060
3347,5239074,27070
3348,6449850,27079
3349,7161469,27089
3350,6159705,27098
3351,5622073,27107
3352,5366917,27115
3353,5314885,27125
3354,6162563,27134
3355,8634363,27143
3356,8446321,27151
3357,5442507,27160
3358,5199551,27168
3359,5326983,27176
3360,5443645,27183
3361,6630498,27194
3362,6523193,27204
3363,5954616,27214
3364,4146675,27223
3365,4122736,27233
3366,4808149,27242
3367,5065800,27251
3368,5217046,27259
3369,5013692,27269
3370,5564546,27278
3371,5163169,27287
3372,5537135,27295
3373,6063759,27304
3374,8953101,27312
3375,5243617,27320
3376,4977370,27327
3377,5030241,27337
3378,5749064,27346
3379,5349885,27355
3380,5532015,27363
3381,5742304,27372
3382,5864608,27380
3383,5668898,27388
3384,6089520,27395
3385,5681064,27404
3386,5619815,27412
3387,5458042,27420
3388,5604385,27427
3389,4696848,27435
3390,4604666,27442
3391,5392281,27449
3392,5892874,27455
3393,5764650,27466
3394,6235072,27476
3395,6872980,27486
3396,6888087,27495
3397,7290437,27505
3398,6240789,27514
3399,8414199,27523
3400,8527707,27531
3401,6759366,27541
3402,6228994,27550
3403,5931446,27559
3404,5489528,27567
3405,5365260,27576
3406,6288966,27584
3407,6106652,27592
3408,5691034,27599
3409,5669371,27609
3410,5658157,27618
3411,5602567,27627
3412,5958885,27635
3413,5602668,27644
3414,5606540,27652
3415,5416923,27660
3416,5113764,27667
3417,6212584,27676
3418,6381866,27684
3419,5973224,27692
3420,5443781,27699
3421,5338137,27707
3422,5194966,27714
3423,5113852,27721
3424,5708107,27727
3425,6038738,27737
3426,6485694,27746
3427,6518480,27755
3428,6285586,27763
3429,6148725,27772
3430,6153228,27780
3431,6142590,27788
3432,6078705,27795
3433,6106271,27804
3434,6149450,27812
3435,4431650,27820
3436,4094019,27827
3437,4115497,27835
3438,4484366,27842
3439,6358767,27849
3440,6097427,27855
3441,6202507,27864
3442,7811610,27872
3443,5815083,27880
3444,5899677,27887
3445,5369913,27895
3446,5080515,27902
3447,5457640,27909
3448,5201668,27915
3449,4843115,27923
3450,4929727,27930
3451,4877071,27937
3452,6080511,27943
3453,6435091,27950
3454,5770991,27956
3455,6758231,27962
3456,6857992,27967
3457,5568926,27978
3458,5448593,27988
3459,5435147,27998
3460,7392960,28007
3461,6537525,28017
3462,5433861,28026
3463,5430899,28035
3464,5558693,28043
3465,5712993,28053
3466,5710172,28062
3467,5659406,28071
3468,5741143,28079
3469,5799439,28088
3470,5736245,28096
3471,5973685,28104
3472,5939024,28111
3473,6360810,28121
3474,6236394,28130
3475,6233145,28139
3476,5692123,28147
3477,5605727,28156
3478,5803608,28164
3479,6112921,28172
3480,5112971,28179
3481,5428300,28188
3482,6223287,28196
3483,5951599,28204
3484,5984506,28211
3485,7201290,28219
3486,6498251,28226
3487,6119257,28233
3488,5974133,28239
3489,6104175,28249
3490,5733038,28258
3491,5851449,28267
3492,5788272,28275
3493,5996104,28284
3494,6413754,28292
3495,7201468,28300
3496,7458292,28307
3497,7585936,28316
3498,5766774,28324
3499,5624617,28332
3500,6026481,28339
3501,6108398,28347
3502,6647249,28354
3503,6557993,28361
3504,7651506,28367
3505,8189281,28376
3506,10096185,28384
3507,8113360,28392
3508,7677501,28399
3509,8222177,28407
3510,8896510,28414
3511,9277790,28421
3512,10025545,28427
3513,7291150,28435
3514,7309122,28442
3515,7372274,28449
3516,7135139,28455
3517,7179846,28462
3518,7092905,28468
3519,7465833,28474
3520,6944711,28479
3521,7068832,28489
3522,6868634,28498
3523,6708427,28507
3524,6670554,28515
3525,6468357,28524
3526,7410096,28532
3527,7450345,28540
3528,6933761,28547
3529,5963512,28556
3530,5824694,28564
3531,5521915,28572
3532,5494662,28579
3533,5534208,28587
3534,7172120,28594
3535,6264217,28601
3536,6315079,28607
3537,5874578,28616
3538,6592666,28624
3539,7737718,28632
3540,6692827,28639
3541,6812098,28647
3542,7856434,28654
3543,8905877,28661
3544,7112168,28667
3545,8099574,28675
3546,7716103,28682
3547,6410583,28689
3548,6360999,28695
3549,6776446,28702
3550,6592486,28708
3551,6532117,28714
3552,6386815,28719
3553,6846819,28728
3554,7977164,28736
3555,7309800,28744
3556,5961929,28751
3557,6242536,28759
3558,6915268,28766
3559,6128059,28773
3560,6270427,28779
3561,6082452,28787
3562,7496450,28794
3563,11191045,28801
3564,7017377,28807
3565,7549562,28814
3566,8351897,28820
3567,8956747,28826
3568,7752811,28831
3569,8337223,28839
3570,9730003,28846
3571,8641851,28853
3572,7992733,28859
3573,7623067,28866
3574,7068859,28872
3575,7074296,28878
3576,7953274,28883
3577,8129820,28890
3578,7841837,28896
3579,7590859,28902
3580,6274737,28907
3581,6081080,28913
3582,6426203,28918
3583,6334419,28923
3584,6423720,28927
3585,9004553,28939
3586,9253424,28950
3587,6425649,28961
3588,6440489,28971
3589,6370057,28982
3590,6409956,28992
3591,7150733,29002
3592,6781735,29011
3593,6347862,29022
3594,6485949,29032
3595,5412132,29042
3596,6371507,29051
3597,6398300,29061
3598,9895346,29070
3599,8336928,29079
3600,7420077,29087
3601,7129265,29098
3602,6704818,29108
3603,9592643,29118
3604,8945778,29127
3605,8805987,29137
3606,8272791,29146
3607,11356652,29155
3608,9038902,29163
3609,11608359,29173
3610,9736214,29182
3611,14201456,29191
3612,9163996,29199
3613,10499565,29208
3614,11999637,29216
3615,10503416,29224
3616,9172558,29231
3617,12692306,29242
3618,11590233,29252
3619,13532332,29262
3620,16608277,29271
3621,16260921,29281
3622,10971314,29290
3623,10394786,29299
3624,10647446,29307
3625,13466378,29317
3626,9292695,29326
3627,13851758,29335
3628,12427237,29343
3629,9965512,29352
3630,11364740,29360
3631,11784115,29368
3632,8638621,29375
3633,9054456,29385
3634,13715534,29394
3635,8628806,29403
3636,8054723,29411
3637,7897554,29420
3638,7671268,29428
3639,9182675,29436
3640,8973778,29443
3641,8763094,29452
3642,8712622,29460
3643,7817001,29468
3644,7153020,29475
3645,10303378,29483
3646,8658675,29490
3647,8572210,29497
3648,8401933,29503
3649,10478994,29514
3650,9213726,29524
3651,8035562,29534
3652,11222326,29543
3653,8426318,29553
3654,6750118,29562
3655,6544639,29571
3656,6561184,29579
3657,6814382,29589
3658,8419442,29598
3659,7004821,29607
3660,6660556,29615
3661,6458632,29624
3662,6692443,29632
3663,6552492,29640
3664,6632326,29647
3665,6466846,29657
3666,6317652,29666
3667,6253956,29675
3668,7157731,29683
3669,6812134,29692
3670,6492890,29700
3671,6424943,29708
3672,6650015,29715
3673,7409440,29724
3674,8313194,29732
3675,8329494,29740
3676,12524380,29747
3677,12336279,29755
3678,11426004,29762
3679,10578386,29769
3680,11747062,29775
3681,11678181,29785
3682,12574863,29794
3683,17308189,29803
3684,15596398,29811
3685,9355856,29820
3686,8349674,29828
3687,7673456,29836
3688,13232048,29843
3689,7605955,29852
3690,7502069,29860
3691,7523559,29868
3692,7856249,29875
3693,7506836,29883
3694,7189725,29890
3695,6719816,29897
3696,6692624,29903
3697,9869253,29912
3698,6275915,29920
3699,6105297,29928
3700,6122126,29935
3701,6206163,29943
3702,6513483,29950
3703,7795273,29957
3704,10796802,29963
3705,9647107,29971
3706,6936883,29978
3707,6842899,29985
3708,6865518,29991
3709,8309723,29998
3710,7521801,30004
3711,7148870,30010
3712,6933585,30015
3713,7813158,30026
3714,7491326,30036
3715,10784470,30046
3716,8657391,30055
3717,8363457,30065
3718,8134781,30074
3719,8970646,30083
3720,8371755,30091
3721,8164426,30101
3722,6708980,30110
3723,6980827,30119
3724,7272330,30127
3725,6637897,30136
3726,6396780,30144
3727,6396855,30152
3728,6715320,30159
3729,6588507,30169
3730,6516527,30178
3731,7011082,30187
3732,8204475,30195
3733,8551141,30204
3734,6374387,30212
3735,6128741,30220
3736,9029416,30227
3737,6553975,30236
3738,6457160,30244
3739,5808154,30252
3740,6650034,30259
3741,7424029,30267
3742,7686624,30274
3743,7626516,30281
3744,7265876,30287
3745,7260974,30297
3746,7717391,30306
3747,6546815,30315
3748,6084774,30323
3749,6101529,30332
3750,6036358,30340
3751,7467153,30348
3752,10362297,30355
3753,10343899,30364
3754,9666561,30372
3755,6927722,30380
3756,7085457,30387
3757,7807885,30395
3758,7059164,30402
3759,6818916,30409
3760,7784551,30415
3761,7799891,30424
3762,7252788,30432
3763,6927419,30440
3764,6857591,30447
3765,7394144,30455
3766,6507591,30462
3767,6656136,30469
3768,6147757,30475
3769,6222531,30483
3770,6831755,30490
3771,6190103,30497
3772,5899179,30503
3773,5700156,30510
3774,5672079,30516
3775,6044658,30522
3776,7052154,30527
3777,6278855,30537
3778,6279434,30546
3779,6343728,30555
3780,7550060,30563
3781,6777152,30572
3782,6469057,30580
3783,6226508,30588
3784,6263301,30595
3785,6337036,30604
3786,8098752,30612
3787,8100137,30620
3788,8008588,30627
3789,6163995,30635
3790,6573276,30642
3791,6079077,30649
3792,5816029,30655
3793,6038821,30664
3794,5947219,30672
3795,5793362,30680
3796,6358535,30687
3797,5901377,30695
3798,5837478,30702
3799,5964653,30709
3800,5729057,30715
3801,5796251,30723
3802,5919018,30730
3803,6167207,30737
3804,6321307,30743
3805,6220598,30750
3806,6057167,30756
3807,5968615,30762
3808,6177337,30767
3809,6512981,30776
3810,6151768,30784
3811,6284696,30792
3812,6496628,30799
3813,6648731,30807
3814,7015016,30814
3815,6827211,30821
3816,6813461,30827
3817,7001962,30835
3818,8729236,30842
3819,7483350,30849
3820,7692018,30855
3821,7287526,30862
3822,6974409,30868
3823,8687181,30874
3824,8132940,30879
3825,7781241,30887
3826,7742183,30894
3827,10515917,30901
3828,9260241,30907
3829,8935391,30914
3830,8087596,30920
3831,7892024,30926
3832,7082183,30931
3833,6853056,30938
3834,5473864,30944
3835,5254234,30950
3836,7606604,30955
3837,7033393,30961
3838,6823142,30966
3839,6569960,30971
3840,6513242,30975
3841,7718818,30986
3842,6333758,30996
3843,6208536,31006
3844,6204538,31015
3845,9554763,31025
3846,7260253,31034
3847,7239867,31043
3848,7237698,31051
3849,8216491,31061
3850,9621881,31070
3851,6728445,31079
3852,6833843,31087
3853,6909164,31096
3854,6538119,31104
3855,9560351,31112
3856,7967993,31119
3857,9534937,31129
3858,9724849,31138
3859,7391810,31147
3860,8009449,31155
3861,7660572,31164
3862,8466796,31172
3863,9407510,31180
3864,9194167,31187
3865,9825461,31196
3866,7231180,31204
3867,7228804,31212
3868,7930279,31219
3869,7765806,31227
3870,7071694,31234
3871,7167319,31241
3872,8663384,31247
3873,7766093,31257
3874,6608986,31266
3875,6805266,31275
3876,6556665,31283
3877,6457404,31292
3878,8675738,31300
3879,7360307,31308
3880,7936717,31315
3881,8668701,31324
3882,8489466,31332
3883,8318907,31340
3884,6717618,31347
3885,6525307,31355
3886,6583321,31362
3887,7600567,31369
3888,6843387,31375
3889,6647534,31384
3890,6468498,31392
3891,6958845,31400
3892,10554982,31407
3893,6404522,31415
3894,6279372,31422
3895,6376565,31429
3896,8558199,31435
3897,7112638,31443
3898,6455300,31450
3899,6993956,31457
3900,6463911,31463
3901,6505700,31470
3902,6418368,31476
3903,6538108,31482
3904,6502202,31487
3905,6582658,31497
3906,7594259,31506
3907,8454746,31515
3908,8588668,31523
3909,8744320,31532
3910,10782365,31540
3911,8860694,31548
3912,6305752,31555
3913,6295444,31564
3914,6575043,31572
3915,8176992,31580
3916,7391858,31587
3917,7013080,31595
3918,6945066,31602
3919,7465996,31609
3920,7139105,31615
3921,7483592,31624
3922,8385900,31632
3923,7820112,31640
3924,9848087,31647
3925,7663025,31655
3926,7971962,31662
3927,8512297,31669
3928,6166907,31675
3929,6307306,31683
3930,8825733,31690
3931,11358352,31697
3932,10207708,31703
3933,9386812,31710
3934,8989009,31716
3935,9485263,31722
3936,9523490,31727
3937,8969637,31736
3938,11536622,31744
3939,10853210,31752
3940,11682365,31759
3941,12030657,31767
3942,10128347,31774
3943,8940953,31781
3944,8838156,31787
3945,9564902,31795
3946,12419208,31802
3947,10260492,31809
3948,12798399,31815
3949,11824117,31822
3950,10518631,31828
3951,12088440,31834
3952,9960378,31839
3953,8899314,31847
3954,12694168,31854
3955,9924874,31861
3956,8224134,31867
3957,8258045,31874
3958,8043694,31880
3959,9711127,31886
3960,14211407,31891
3961,10469612,31898
3962,10426197,31904
3963,10111734,31910
3964,9706434,31915
3965,8837372,31921
3966,8799949,31926
3967,8547327,31931
3968,9028134,31935
3969,9063289,31945
3970,8700919,31954
3971,8492040,31963
3972,6985992,31971
3973,8747292,31980
3974,8134588,31988
3975,8979568,31996
3976,7973228,32003
3977,8039461,32012
3978,8610929,32020
3979,8180665,32028
3980,7829700,32035
3981,8462605,32043
3982,8204860,32050
3983,8490059,32057
3984,7786225,32063
3985,9031634,32072
3986,9038549,32080
3987,9405433,32088
3988,9003074,32095
3989,8892367,32103
3990,8117874,32110
3991,7006178,32117
3992,6887023,32123
3993,6837510,32131
3994,8779825,32138
3995,11898536,32145
3996,6641732,32151
3997,9423065,32158
3998,6773494,32164
3999,6613224,32170
4000,6767751,32175
4001,6667562,32184
4002,6774329,32192
4003,6348167,32200
4004,6828450,32207
4005,8874252,32215
4006,7898497,32222
4007,6331191,32229
4008,6384210,32235
4009,6322892,32243
4010,6240449,32250
4011,6436038,32257
4012,6372248,32263
4013,8633582,32270
4014,8255361,32276
4015,8251144,32282
4016,8671018,32287
4017,9365645,32295
4018,6644685,32302
4019,6552717,32309
4020,7056388,32315
4021,9764527,32322
4022,6771087,32328
4023,6659117,32334
4024,6622669,32339
4025,7787646,32346
4026,6590763,32352
4027,6685632,32358
4028,6771920,32363
4029,6870706,32369
4030,8057270,32374
4031,7179446,32379
4032,7377444,32383
4033,7655982,32392
4034,7225264,32400
4035,7576845,32408
4036,6748660,32415
4037,7023367,32423
4038,7252405,32430
4039,7690123,32437
4040,8276336,32443
4041,7190612,32451
4042,7671135,32458
4043,8170940,32465
4044,7663761,32471
4045,6906876,32478
4046,7192603,32484
4047,7123848,32490
4048,7252556,32495
4049,7886389,32503
4050,6873191,32510
4051,6547772,32517
4052,6487399,32523
4053,7464399,32530
4054,8522645,32536
4055,7126260,32542
4056,7212175,32547
4057,8655120,32554
4058,8933141,32560
4059,9315638,32566
4060,8758350,32571
4061,8226556,32577
4062,8105437,32582
4063,6171567,32587
4064,5792167,32591
4065,5727602,32599
4066,5471495,32606
4067,5968886,32613
4068,6571879,32619
4069,5920602,32626
4070,5871251,32632
4071,5779247,32638
4072,5629507,32643
4073,7072869,32650
4074,7237238,32656
4075,8305939,32662
4076,8643893,32667
4077,10204727,32673
4078,7846605,32678
4079,6945774,32683
4080,7126285,32687
4081,7332677,32694
4082,12108778,32700
4083,9217136,32706
4084,7249003,32711
4085,8471443,32717
4086,7873857,32722
4087,6345908,32727
4088,7890990,32731
4089,9676498,32737
4090,10961207,32742
4091,9719093,32747
4092,9781541,32751
4093,9631671,32756
4094,8400860,32760
4095,8120278,32764
4096,9031292,32767
4097,10202839,32782
4098,11077381,32796
4099,10891360,32810
4100,11489788,32823
4101,9521131,32837
4102,11475783,32850
4103,11307895,32863
4104,9219927,32875
4105,8644753,32889
4106,8391813,32902
4107,8742036,32915
4108,8409446,32927
4109,7896350,32940
4110,8568511,32952
4111,10534338,32964
4112,9174512,32975
4113,9935074,32989
4114,7879442,33002
4115,7825570,33015
4116,7615914,33027
4117,7575569,33040
4118,8325240,33052
4119,7651248,33064
4120,7553322,33075
4121,7500615,33088
4122,8412115,33100
4123,10595744,33112
4124,7719822,33123
4125,7709017,33135
4126,7714349,33146
4127,10627314,33157
4128,7194335,33167
4129,7301382,33181
4130,7330616,33194
4131,7940807,33207
4132,7048730,33219
4133,8282144,33232
4134,8608788,33244
4135,10674576,33256
4136,8050942,33267
4137,7521077,33280
4138,7412001,33292
4139,7409793,33304
4140,7283764,33315
4141,7241264,33327
4142,7102217,33338
4143,8512784,33349
4144,7789170,33359
4145,7151859,33372
4146,6952601,33384
4147,6980524,33396
4148,7877720,33407
4149,9348628,33419
4150,9103096,33430
4151,9203193,33441
4152,9996257,33451
4153,10152866,33463
4154,8379251,33474
4155,8757217,33485
4156,9421791,33495
4157,9105786,33506
4158,8999922,33516
4159,8944320,33526
4160,9081021,33535
4161,9303727,33549
4162,10521955,33562
4163,14481492,33575
4164,12618348,33587
4165,10770118,33600
4166,16095342,33612
4167,17581694,33624
4168,16138968,33635
4169,18421213,33648
4170,18177600,33660
4171,14488511,33672
4172,19014029,33683
4173,15495513,33695
4174,13688934,33706
4175,13393294,33717
4176,12663613,33727
4177,13124708,33740
4178,10924593,33752
4179,13123801,33764
4180,11417851,33775
4181,11405749,33787
4182,13262837,33798
4183,12905080,33809
4184,14518429,33819
4185,13047258,33831
4186,9627766,33842
4187,9169759,33853
4188,10261844,33863
4189,9297515,33874
4190,8942983,33884
4191,9820326,33894
4192,9434317,33903
4193,8964115,33916
4194,8423349,33928
4195,13802491,33940
4196,13699616,33951
4197,12027125,33963
4198,7876156,33974
4199,7718090,33985
4200,7611784,33995
4201,8472021,34007
4202,9856919,34018
4203,10320487,34029
4204,9520093,34039
4205,10642660,34050
4206,9192635,34060
4207,9155802,34070
4208,9415738,34079
4209,9633023,34091
4210,10408178,34102
4211,11343291,34113
4212,10014294,34123
4213,9999674,34134
4214,13537483,34144
4215,11231464,34154
4216,13120922,34163
4217,8792352,34174
4218,7397890,34184
4219,7010775,34194
4220,6821549,34203
4221,7354412,34213
4222,8707360,34222
4223,8518133,34231
4224,8337352,34239
4225,8329699,34253
4226,10863388,34266
4227,10708869,34279
4228,9047504,34291
4229,8396339,34304
4230,13487711,34316
4231,14539090,34328
4232,9577390,34339
4233,8335115,34352
4234,7949969,34364
4235,7656193,34376
4236,7804433,34387
4237,6384255,34399
4238,6859119,34410
4239,7608046,34421
4240,9453184,34431
4241,6306826,34444
4242,10525465,34456
4243,9062411,34468
4244,7616733,34479
4245,8871272,34491
4246,9019647,34502
4247,11754154,34513
4248,8123893,34523
4249,9785273,34535
4250,8995772,34546
4251,8477333,34557
4252,9437000,34567
4253,10434877,34578
4254,8194068,34588
4255,8071805,34598
4256,8056174,34607
4257,10351540,34620
4258,8779808,34632
4259,12705231,34644
4260,9975773,34655
4261,6821948,34667
4262,6824212,34678
4263,6772142,34689
4264,7985877,34699
4265,8508980,34711
4266,8212686,34722
4267,8196184,34733
4268,11129526,34743
4269,14086743,34754
4270,8895734,34764
4271,9221566,34774
4272,10950487,34783
4273,11015647,34795
4274,10028826,34806
4275,10391796,34817
4276,10070754,34827
4277,10910743,34838
4278,11993310,34848
4279,11964477,34858
4280,12695583,34867
4281,16042035,34878
4282,9624505,34888
4283,9718451,34898
4284,11236912,34907
4285,10982280,34917
4286,10791771,34926
4287,12666588,34935
4288,11470798,34943
4289,11966679,34956
4290,16844400,34968
4291,12789048,34980
4292,10520671,34991
4293,10410474,35003
4294,9959645,35014
4295,11288707,35025
4296,10098960,35035
4297,9705946,35047
4298,11338691,35058
4299,11447280,35069
4300,9802679,35079
4301,15268370,35090
4302,9741682,35100
4303,9618079,35110
4304,9367940,35119
4305,10768728,35131
4306,9479758,35142
4307,9561798,35153
4308,10176814,35163
4309,9254699,35174
4310,9492414,35184
4311,11512491,35194
4312,11946289,35203
4313,10995418,35214
4314,11100921,35224
4315,8914449,35234
4316,7462603,35243
4317,8399020,35253
4318,11112155,35262
4319,11179462,35271
4320,9919925,35279
4321,9445805,35291
4322,9920718,35302
4323,9132720,35313
4324,9122149,35323
4325,10167382,35334
4326,8399809,35344
4327,8298867,35354
4328,8791763,35363
4329,10124797,35374
4330,9787787,35384
4331,10064667,35394
4332,11776780,35403
4333,9411886,35413
4334,9001407,35422
4335,8938497,35431
4336,9862916,35439
4337,8265582,35450
4338,8466747,35460
4339,8490512,35470
4340,8932360,35479
4341,8433096,35489
4342,11839251,35498
4343,12066657,35507
4344,11068768,35515
4345,11854050,35525
4346,14996667,35534
4347,10733864,35543
4348,11885926,35551
4349,11808453,35560
4350,9723241,35568
4351,9839043,35576
4352,10679442,35583
4353,9009383,35597
4354,9884353,35610
4355,12161069,35623
4356,16336704,35635
4357,14248338,35648
