sampleSize,mergeSort,keycomp
1562,3150224,11774
1563,3159193,11783
1564,3066904,11791
1565,2981514,11800
1566,2996903,11808
1567,3078810,11816
1568,2875059,11823
1569,2841505,11834
1570,2988820,11844
1571,2921271,11854
1572,3521356,11863
1573,2919037,11873
1574,2960982,11882
1575,2945490,11891
1576,2892485,11899
1577,2380769,11909
1578,2581410,11918
1579,2344716,11927
1580,2925233,11935
1581,4151195,11944
1582,3075432,11952
1583,3462230,11960
1584,3950529,11967
1585,3686853,11977
1586,4672786,11986
1587,3338818,11995
1588,2803456,12003
1589,2894539,12012
1590,2950657,12020
1591,2946047,12028
1592,2984331,12035
1593,3099706,12044
1594,2994859,12052
1595,2873121,12060
1596,2309191,12067
1597,2249088,12075
1598,2293712,12082
1599,2197022,12089
1600,2202208,12095
1601,2180287,12106
1602,2175074,12116
1603,3343232,12126
1604,3361375,12135
1605,5144198,12145
1606,2825989,12154
1607,2646882,12163
1608,2724846,12171
1609,2700908,12181
1610,2747133,12190
1611,2700287,12199
1612,2964523,12207
1613,3423849,12216
1614,3389516,12224
1615,3351263,12232
1616,3294204,12239
1617,3110843,12249
1618,2631864,12258
1619,2674823,12267
1620,2718838,12275
1621,2665505,12284
1622,2738710,12292
1623,2692100,12300
1624,2675128,12307
1625,2642633,12316
1626,2652517,12324
1627,2679459,12332
1628,2719933,12339
1629,2995630,12347
1630,2625904,12354
1631,2630606,12361
1632,2615474,12367
1633,2601306,12377
1634,2598005,12386
1635,2123324,12395
1636,2075808,12403
1637,2089247,12412
1638,2071675,12420
1639,2056919,12428
1640,2066507,12435
1641,2086279,12444
1642,2884160,12452
1643,3108501,12460
1644,3118143,12467
1645,3222473,12475
1646,3164621,12482
1647,2766513,12489
1648,2611708,12495
1649,2603397,12504
1650,2590599,12512
1651,2608595,12520
1652,2575104,12527
1653,3245294,12535
1654,3027957,12542
1655,2738379,12549
1656,2752959,12555
1657,2757073,12563
1658,2883452,12570
1659,2866011,12577
1660,2891922,12583
1661,2681954,12590
1662,2714736,12596
1663,2699115,12602
1664,2699891,12607
1665,2631476,12618
1666,3526053,12628
1667,2997638,12638
1668,3606782,12647
1669,3679226,12657
1670,5144418,12666
1671,3342989,12675
1672,3040451,12683
1673,3170846,12693
1674,3240380,12702
1675,3271601,12711
1676,3995185,12719
1677,3827581,12728
1678,3068707,12736
1679,3087598,12744
1680,3036485,12751
1681,3022714,12761
1682,3222722,12770
1683,3105088,12779
1684,3032770,12787
1685,3088378,12796
1686,3133770,12804
1687,3248666,12812
1688,3145306,12819
1689,3059983,12828
1690,3057883,12836
1691,3051996,12844
1692,2928851,12851
1693,2946046,12859
1694,2956919,12866
1695,2930830,12873
1696,2912880,12879
1697,2986414,12889
1698,3801037,12898
1699,5177864,12907
1700,5125582,12915
1701,3040931,12924
1702,2800205,12932
1703,2795313,12940
1704,2757107,12947
1705,2723617,12956
1706,2757518,12964
1707,2701998,12972
1708,2807529,12979
1709,2816510,12987
1710,2828799,12994
1711,2839940,13001
1712,2808836,13007
1713,2723391,13016
1714,2781378,13024
1715,2815980,13032
1716,2796955,13039
1717,2738200,13047
1718,2770591,13054
1719,2711862,13061
1720,2768307,13067
1721,2889442,13075
1722,3406834,13082
1723,3295489,13089
1724,3055227,13095
1725,3040014,13102
1726,3051100,13108
1727,3094748,13114
1728,2865877,13119
1729,2642781,13129
1730,2619575,13138
1731,2716399,13147
1732,2731968,13155
1733,3437246,13164
1734,3269713,13172
1735,2714067,13180
1736,2754114,13187
1737,2825534,13196
1738,2666614,13204
1739,2804634,13212
1740,2720143,13219
1741,2701063,13227
1742,2612546,13234
1743,2836908,13241
1744,2631300,13247
1745,2847555,13256
1746,2823821,13264
1747,2870105,13272
1748,2771941,13279
1749,2720219,13287
1750,2741650,13294
1751,2685174,13301
1752,2665612,13307
1753,2650226,13315
1754,2655787,13322
1755,2661774,13329
1756,2799523,13335
1757,3158919,13342
1758,3682391,13348
1759,3601502,13354
1760,3411743,13359
1761,3259960,13368
1762,3390158,13376
1763,3255599,13384
1764,3137873,13391
1765,2856555,13399
1766,2913683,13406
1767,2595864,13413
1768,2611577,13419
1769,2649908,13427
1770,2957855,13434
1771,2678461,13441
1772,2701081,13447
1773,2591386,13454
1774,2609088,13460
1775,2625972,13466
1776,2920199,13471
1777,3334379,13479
1778,3349707,13486
1779,2849165,13493
1780,2775930,13499
1781,2808467,13506
1782,3424287,13512
1783,3582200,13518
1784,3479347,13523
1785,3408384,13530
1786,3474589,13536
1787,3464654,13542
1788,3462813,13547
1789,4532408,13553
1790,4531861,13558
1791,2887994,13563
1792,2699374,13567
1793,2744389,13578
1794,3316958,13588
1795,2875613,13598
1796,2939561,13607
1797,2906205,13617
1798,2942534,13626
1799,4662314,13635
1800,6273663,13643
1801,6799919,13653
1802,4458575,13662
1803,3223106,13671
1804,3289633,13679
1805,3430358,13688
1806,3477094,13696
1807,4299348,13704
1808,3579840,13711
1809,3501127,13721
1810,3485439,13730
1811,3154459,13739
1812,2981643,13747
1813,2812298,13756
1814,2996237,13764
1815,2799735,13772
1816,2842009,13779
1817,3127344,13788
1818,4542585,13796
1819,4776588,13804
1820,4540308,13811
1821,4444775,13819
1822,4597873,13826
1823,4586046,13833
1824,4302435,13839
1825,4330522,13849
1826,5019027,13858
1827,4224726,13867
1828,4360333,13875
1829,4200944,13884
1830,4351426,13892
1831,4430068,13900
1832,4457745,13907
1833,6576040,13916
1834,5954646,13924
1835,4841911,13932
1836,5360471,13939
1837,5217375,13947
1838,5143330,13954
1839,6559723,13961
1840,5718341,13967
1841,4418095,13976
1842,4618380,13984
1843,4440688,13992
1844,4497204,13999
1845,4476811,14007
1846,4281778,14014
1847,6678743,14021
1848,8772598,14027
1849,5705185,14035
1850,6313641,14042
1851,5649440,14049
1852,5899027,14055
1853,5185247,14062
1854,4671207,14068
1855,4668454,14074
1856,4723209,14079
1857,4595640,14089
1858,5407337,14098
1859,5216097,14107
1860,5456925,14115
1861,6100963,14124
1862,7763330,14132
1863,5665767,14140
1864,7918447,14147
1865,14265671,14156
1866,8641520,14164
1867,13576575,14172
1868,7836286,14179
1869,8710835,14187
1870,6780925,14194
1871,6945175,14201
1872,8261447,14207
1873,10095671,14216
1874,6453795,14224
1875,5192098,14232
1876,5252663,14239
1877,6349547,14247
1878,4701640,14254
1879,4776260,14261
1880,4752329,14267
1881,4930861,14275
1882,6062956,14282
1883,6213186,14289
1884,6057640,14295
1885,6106253,14302
1886,6123716,14308
1887,6018738,14314
1888,7218900,14319
1889,6509847,14328
1890,6593122,14336
1891,6220497,14344
1892,6233355,14351
1893,6995547,14359
1894,6033412,14366
1895,8252407,14373
1896,6842402,14379
1897,5108388,14387
1898,6329487,14394
1899,5688573,14401
1900,4968356,14407
1901,4791731,14414
1902,4599003,14420
1903,5258421,14426
1904,5290018,14431
1905,6089881,14439
1906,4784533,14446
1907,5504792,14453
1908,4417861,14459
1909,4591032,14466
1910,4665427,14472
1911,4599727,14478
1912,4289852,14483
1913,5004103,14490
1914,4220523,14496
1915,4444605,14502
1916,4484086,14507
1917,4404691,14513
1918,4485200,14518
1919,5984836,14523
1920,5855157,14527
1921,4602620,14537
1922,5889738,14546
1923,5827681,14555
1924,6063527,14563
1925,6613555,14572
1926,7434192,14580
1927,5132396,14588
1928,4896375,14595
1929,7189808,14604
1930,6096133,14612
1931,5941325,14620
1932,8153840,14627
1933,7668858,14635
1934,5144231,14642
1935,5030235,14649
1936,6590911,14655
1937,5470478,14664
1938,7394617,14672
1939,4978547,14680
1940,4906963,14687
1941,5409045,14695
1942,6341731,14702
1943,6433238,14709
1944,6395669,14715
1945,6164184,14723
1946,6023952,14730
1947,7764308,14737
1948,7486134,14743
1949,5010233,14750
1950,4898082,14756
1951,4899467,14762
1952,5006303,14767
1953,6899317,14776
1954,5935163,14784
1955,4022410,14792
1956,3992738,14799
1957,3979696,14807
1958,4022921,14814
1959,3920190,14821
1960,3963297,14827
1961,5310308,14835
1962,5613363,14842
1963,4071083,14849
1964,5594468,14855
1965,5438687,14862
1966,5279357,14868
1967,5329671,14874
1968,6150567,14879
1969,7136373,14887
1970,6545567,14894
1971,7197767,14901
1972,5306070,14907
1973,6500368,14914
1974,6108432,14920
1975,6115455,14926
1976,5879647,14931
1977,5808626,14938
1978,5883135,14944
1979,5873664,14950
1980,5773361,14955
1981,5744673,14961
1982,5704412,14966
1983,6930985,14971
1984,6522902,14975
1985,5837788,14984
1986,7853560,14992
1987,5447267,15000
1988,4759949,15007
1989,8338575,15015
1990,7382984,15022
1991,6274926,15029
1992,5732378,15035
1993,3975243,15043
1994,4041720,15050
1995,3837353,15057
1996,6068754,15063
1997,4889869,15070
1998,4635639,15076
1999,4621684,15082
2000,4612341,15087
2001,4665659,15095
2002,5378349,15102
2003,6428972,15109
2004,6121455,15115
2005,5979537,15122
2006,5776171,15128
2007,5472557,15134
2008,6471447,15139
2009,8918177,15146
2010,6948694,15152
2011,6500666,15158
2012,5301508,15163
2013,5139955,15169
2014,5227404,15174
2015,6798038,15179
2016,6085247,15183
2017,6023371,15191
2018,5948326,15198
2019,5763118,15205
2020,4877480,15211
2021,4702926,15218
2022,4729131,15224
2023,4558494,15230
2024,4742724,15235
2025,5003614,15242
2026,5814290,15248
2027,5172371,15254
2028,6679229,15259
2029,4511855,15265
2030,4413058,15270
2031,4493464,15275
2032,4501262,15279
2033,4437391,15286
2034,7034278,15292
2035,5505302,15298
2036,4648149,15303
2037,4346034,15309
2038,4270312,15314
2039,4220301,15319
2040,4294371,15323
2041,3546562,15329
2042,3377117,15334
2043,3344083,15339
2044,3381902,15343
2045,3296553,15348
2046,3157329,15352
2047,3804073,15356
2048,3993431,15359
2049,4086482,15373
2050,3993027,15386
2051,3927006,15399
2052,3960390,15411
2053,4614491,15424
2054,4095464,15436
2055,3192236,15448
2056,4066096,15459
2057,5774116,15472
2058,5419992,15484
2059,5205599,15496
2060,4263242,15507
2061,4421784,15519
2062,4411037,15530
2063,4990405,15541
2064,5677350,15551
2065,5206117,15564
2066,5061229,15576
2067,5014314,15588
2068,4992460,15599
2069,5117836,15611
2070,7441248,15622
2071,4714963,15633
2072,4689887,15643
2073,6795132,15655
2074,6870192,15666
2075,5824281,15677
2076,4708700,15687
2077,3975194,15698
2078,4009413,15708
2079,5492198,15718
2080,4119974,15727
2081,4070240,15740
2082,4222129,15752
2083,4239776,15764
2084,5200841,15775
2085,4684128,15787
2086,5261238,15798
2087,4815553,15809
2088,5028884,15819
2089,4223197,15831
2090,4131097,15842
2091,4080566,15853
2092,5767846,15863
2093,5845162,15874
2094,4357267,15884
2095,4157981,15894
2096,4009481,15903
2097,4094784,15915
2098,4094728,15926
2099,4321775,15937
2100,4183348,15947
2101,4093978,15958
2102,4125489,15968
2103,4183473,15978
2104,4050666,15987
2105,4115953,15998
2106,4362598,16008
2107,4757138,16018
2108,4025023,16027
2109,4057847,16037
2110,4156625,16046
2111,3734432,16055
2112,3791373,16063
2113,3753655,16076
2114,4069093,16088
2115,4481901,16100
2116,3809257,16111
2117,3753899,16123
2118,3959148,16134
2119,3828443,16145
2120,3670282,16155
2121,3591197,16167
2122,3656446,16178
2123,4793344,16189
2124,3872257,16199
2125,3869851,16210
2126,3871296,16220
2127,4298710,16230
2128,4015166,16239
2129,4187770,16251
2130,4100906,16262
2131,4039753,16273
2132,4023544,16283
2133,4489792,16294
2134,3979817,16304
2135,3918151,16314
2136,3983550,16323
2137,4090784,16334
2138,4261930,16344
2139,3977143,16354
2140,3980252,16363
2141,4777285,16373
2142,4675218,16382
2143,4589068,16391
2144,4567114,16399
2145,4543868,16411
2146,4466942,16422
2147,4358009,16433
2148,4592503,16443
2149,5097048,16454
2150,5131078,16464
2151,4699535,16474
2152,4392041,16483
2153,4578095,16494
2154,4724510,16504
2155,4487520,16514
2156,3083835,16523
2157,3074514,16533
2158,3096684,16542
2159,3051544,16551
2160,3067157,16559
2161,2984607,16570
2162,2904658,16580
2163,4010383,16590
2164,4588377,16599
2165,5452043,16609
2166,5670838,16618
2167,4873479,16627
2168,4946551,16635
2169,4661156,16645
2170,4323745,16654
2171,4548260,16663
2172,4933174,16671
2173,3640249,16680
2174,3688112,16688
2175,3712696,16696
2176,3627070,16703
2177,4873948,16716
2178,4320730,16728
2179,4437760,16740
2180,4330977,16751
2181,4311310,16763
2182,4680849,16774
2183,4356142,16785
2184,4615927,16795
2185,4506770,16807
2186,4449612,16818
2187,4484081,16829
2188,3644434,16839
2189,3353408,16850
2190,3382578,16860
2191,3508019,16870
2192,3404033,16879
2193,3247068,16891
2194,3209621,16902
2195,3262899,16913
2196,3410625,16923
2197,4209666,16934
2198,3494312,16944
2199,3605830,16954
2200,3665296,16963
2201,3481022,16974
2202,3482442,16984
2203,3407223,16994
2204,3514611,17003
2205,3565654,17013
2206,3613477,17022
2207,3918345,17031
2208,4252120,17039
2209,4028823,17051
2210,3793213,17062
2211,3666909,17073
2212,3610648,17083
2213,3698784,17094
2214,3555930,17104
2215,4375002,17114
2216,3810838,17123
2217,3927499,17134
2218,3702483,17144
2219,3697018,17154
2220,3692130,17163
2221,3765506,17173
2222,3567118,17182
2223,3477250,17191
2224,3554281,17199
2225,3872250,17210
2226,3833485,17220
2227,4044639,17230
2228,3829176,17239
2229,3859469,17249
2230,3677419,17258
2231,3661319,17267
2232,3660945,17275
2233,3608023,17285
2234,4040132,17294
2235,4893666,17303
2236,6963689,17311
2237,6925976,17320
2238,3783954,17328
2239,3804495,17336
2240,3988836,17343
2241,3997317,17355
2242,3837229,17366
2243,3867879,17377
2244,3769993,17387
2245,3937675,17398
2246,3782509,17408
2247,3884060,17418
2248,3696621,17427
2249,3833127,17438
2250,5252415,17448
2251,4684504,17458
2252,4877843,17467
2253,4856092,17477
2254,4484480,17486
2255,3690647,17495
2256,3707832,17503
2257,3831907,17514
2258,3896720,17524
2259,3708016,17534
2260,4331422,17543
2261,4294669,17553
2262,4570164,17562
2263,4451672,17571
2264,3920376,17579
2265,4905334,17589
2266,4841885,17598
2267,4755338,17607
2268,4813597,17615
2269,4926359,17624
2270,4639657,17632
2271,4503060,17640
2272,5155922,17647
2273,6733954,17658
2274,6740098,17668
2275,3762360,17678
2276,3825280,17687
2277,3796332,17697
2278,3696338,17706
2279,3804794,17715
2280,3986057,17723
2281,5121837,17733
2282,5303879,17742
2283,4788696,17751
2284,4070398,17759
2285,5549503,17768
2286,4623613,17776
2287,4599269,17784
2288,4687424,17791
2289,4692835,17801
2290,4610277,17810
2291,5207813,17819
2292,4898927,17827
2293,4707014,17836
2294,5410822,17844
2295,4081469,17852
2296,4029658,17859
2297,4019511,17868
2298,4123637,17876
2299,3927275,17884
2300,3973778,17891
2301,4025960,17899
2302,4930094,17906
2303,3854050,17913
2304,3931487,17919
2305,3776558,17932
2306,4255095,17944
2307,4822209,17956
2308,4602973,17967
2309,5149707,17979
2310,3839361,17990
2311,3789853,18001
2312,3827026,18011
2313,3789437,18023
2314,3730119,18034
2315,3883232,18045
2316,3808113,18055
2317,4331590,18066
2318,4544011,18076
2319,4197866,18086
2320,4094552,18095
2321,4084987,18107
2322,4079875,18118
2323,4161961,18129
2324,4205427,18139
2325,4161557,18150
2326,5336664,18160
2327,5060491,18170
2328,4909978,18179
2329,4580300,18190
2330,4612947,18200
2331,4958993,18210
2332,4344241,18219
2333,5244979,18229
2334,4910818,18238
2335,4667556,18247
2336,4636466,18255
2337,4900378,18267
2338,4600924,18278
2339,4652270,18289
2340,4638515,18299
2341,4944212,18310
2342,4449806,18320
2343,4511764,18330
2344,4348323,18339
2345,4233282,18350
2346,4252660,18360
2347,4744310,18370
2348,4856600,18379
2349,4435604,18389
2350,4387646,18398
2351,4230861,18407
2352,4253341,18415
2353,4202811,18426
2354,4164728,18436
2355,4328668,18446
2356,4220556,18455
2357,4367224,18465
2358,4253841,18474
2359,4229800,18483
2360,4207014,18491
2361,4303845,18501
2362,4831023,18510
2363,5106195,18519
2364,4507207,18527
2365,4969169,18536
2366,5770434,18544
2367,5184220,18552
2368,5212928,18559
2369,5289659,18571
2370,5738511,18582
2371,6654359,18593
2372,5838017,18603
2373,5741491,18614
2374,4484600,18624
2375,4811587,18634
2376,4858524,18643
2377,5853552,18654
2378,5767614,18664
2379,5757986,18674
2380,5763917,18683
2381,5850404,18693
2382,5317603,18702
2383,4755510,18711
2384,4563902,18719
2385,4681829,18730
2386,4551461,18740
2387,4537256,18750
2388,5098433,18759
2389,4994918,18769
2390,4783480,18778
2391,4683772,18787
2392,4963833,18795
2393,5247830,18805
2394,5205749,18814
2395,5617596,18823
2396,6209442,18831
2397,5144008,18840
2398,5094381,18848
2399,4780589,18856
2400,4596384,18863
2401,5973854,18874
2402,6365370,18884
2403,5322011,18894
2404,5119996,18903
2405,4986874,18913
2406,4818988,18922
2407,4840590,18931
2408,5116731,18939
2409,5583868,18949
2410,5016698,18958
2411,4827830,18967
2412,5135519,18975
2413,5779690,18984
2414,5754252,18992
2415,5667211,19000
2416,4400199,19007
2417,4367376,19017
2418,4509078,19026
2419,4433432,19035
2420,4387760,19043
2421,4310138,19052
2422,4970018,19060
2423,4268495,19068
2424,4272799,19075
2425,4394744,19084
2426,4077263,19092
2427,4274152,19100
2428,4209845,19107
2429,4461158,19115
2430,4716413,19122
2431,4264146,19129
2432,4234722,19135
2433,4457776,19147
2434,4438020,19158
2435,4185412,19169
2436,4152450,19179
2437,4227578,19190
2438,5116753,19200
2439,5539375,19210
2440,4539728,19219
2441,4110439,19230
2442,3985080,19240
2443,3933196,19250
2444,3910543,19259
2445,4088319,19269
2446,4329889,19278
2447,4601928,19287
2448,4035715,19295
2449,4037728,19306
2450,4040669,19316
2451,4768465,19326
2452,4700023,19335
2453,4815053,19345
2454,5107649,19354
2455,5218889,19363
2456,4114083,19371
2457,3688768,19381
2458,3311852,19390
2459,3281428,19399
2460,3302558,19407
2461,3834162,19416
2462,4618437,19424
2463,5267797,19432
2464,4697815,19439
2465,4950363,19450
2466,4788178,19460
2467,5220822,19470
2468,4854166,19479
2469,4845620,19489
2470,4879471,19498
2471,4720174,19507
2472,4221245,19515
2473,4184629,19525
2474,4186034,19534
2475,5197600,19543
2476,4652841,19551
2477,4563487,19560
2478,4643030,19568
2479,4460075,19576
2480,4284923,19583
2481,4321079,19593
2482,4197280,19602
2483,4222791,19611
2484,4264622,19619
2485,4876128,19628
2486,5302027,19636
2487,5376879,19644
2488,5126365,19651
2489,4268214,19660
2490,7097853,19668
2491,7099386,19676
2492,4963347,19683
2493,4960493,19691
2494,4982332,19698
2495,4907715,19705
2496,5018525,19711
2497,6497326,19722
2498,4976264,19732
2499,4988422,19742
2500,5556684,19751
2501,6259255,19761
2502,6956139,19770
2503,6578205,19779
2504,5591064,19787
2505,5421463,19797
2506,5073799,19806
2507,5102769,19815
2508,5141019,19823
2509,5124742,19832
2510,5275248,19840
2511,5048779,19848
2512,4824042,19855
2513,4845976,19865
2514,4765795,19874
2515,4740622,19883
2516,4934879,19891
2517,4832018,19900
2518,4770511,19908
2519,4659318,19916
2520,4712962,19923
2521,4658075,19932
2522,5028395,19940
2523,5813731,19948
2524,6092278,19955
2525,5599718,19963
2526,5606064,19970
2527,5606739,19977
2528,5435942,19983
2529,5357922,19993
2530,5430668,20002
2531,5940949,20011
2532,4674150,20019
2533,4386083,20028
2534,4340471,20036
2535,4979337,20044
2536,5352006,20051
2537,4646216,20060
2538,5163499,20068
2539,5096216,20076
2540,5047994,20083
2541,5507778,20091
2542,8872550,20098
2543,6556378,20105
2544,6581994,20111
2545,6519365,20120
2546,6374852,20128
2547,8265588,20136
2548,9815581,20143
2549,10261599,20151
2550,10028902,20158
2551,5494013,20165
2552,5357859,20171
2553,5463056,20179
2554,5327145,20186
2555,5299435,20193
2556,8749233,20199
2557,8273478,20206
2558,8243670,20212
2559,8689436,20218
2560,8966465,20223
2561,5473111,20236
2562,5820235,20248
2563,6142026,20260
2564,5772081,20271
2565,7143866,20283
2566,6216165,20294
2567,5585655,20305
2568,5689053,20315
2569,5754821,20327
2570,5797267,20338
2571,6008366,20349
2572,5682942,20359
2573,5657599,20370
2574,5619203,20380
2575,5377342,20390
2576,5396363,20399
2577,5960123,20411
2578,6654116,20422
2579,6052014,20433
2580,5921386,20443
2581,5695926,20454
2582,5853332,20464
2583,6716553,20474
2584,5824344,20483
2585,6382668,20494
2586,5236493,20504
2587,5540726,20514
2588,6184259,20523
2589,7101221,20533
2590,6578833,20542
2591,6716362,20551
2592,5312369,20559
2593,5339971,20571
2594,5848450,20582
2595,5822477,20593
2596,6319409,20603
2597,6176538,20614
2598,6111958,20624
2599,5878281,20634
2600,5941875,20643
2601,5744475,20654
2602,5730078,20664
2603,5761966,20674
2604,5511650,20683
2605,5653830,20693
2606,5619836,20702
2607,5395037,20711
2608,5645459,20719
2609,5004303,20730
2610,6903473,20740
2611,8644693,20750
2612,8615566,20759
2613,5995602,20769
2614,7200300,20778
2615,6181963,20787
2616,8451704,20795
2617,6886226,20805
2618,7617511,20814
2619,6226917,20823
2620,6966870,20831
2621,7238871,20840
2622,6931814,20848
2623,6945606,20856
2624,6368242,20863
2625,4918298,20875
2626,5678420,20886
2627,5686765,20897
2628,5445122,20907
2629,5313455,20918
2630,5289935,20928
2631,5321075,20938
2632,5986368,20947
2633,5241606,20958
2634,5081939,20968
2635,5138395,20978
2636,5628785,20987
2637,5281328,20997
2638,5463000,21006
2639,6412212,21015
2640,5439224,21023
2641,5250663,21034
2642,5148726,21044
2643,4959651,21054
2644,4895292,21063
2645,5587748,21073
2646,4990353,21082
2647,4774631,21091
2648,4850987,21099
2649,4784210,21109
2650,4593726,21118
2651,4779766,21127
2652,5124032,21135
2653,4832476,21144
2654,4899608,21152
2655,4939272,21160
2656,4631933,21167
2657,5223329,21178
2658,8118422,21188
2659,5720207,21198
2660,5066671,21207
2661,5130219,21217
2662,4927616,21226
2663,5104737,21235
2664,5643429,21243
2665,4849805,21253
2666,4198247,21262
2667,4705011,21271
2668,4608834,21279
2669,4504227,21288
2670,4562164,21296
2671,4471225,21304
2672,5674976,21311
2673,5331105,21321
2674,4815381,21330
2675,4759744,21339
2676,4596448,21347
2677,4622299,21356
2678,4655782,21364
2679,5408870,21372
2680,4469235,21379
2681,4567343,21388
2682,4417163,21396
2683,4472190,21404
2684,4511906,21411
2685,4835570,21419
2686,6570936,21426
2687,6402507,21433
2688,6229998,21439
2689,5819175,21451
2690,4760925,21462
2691,4558955,21473
2692,4575680,21483
2693,4335116,21494
2694,4626939,21504
2695,4678255,21514
2696,4696137,21523
2697,4593762,21534
2698,4516194,21544
2699,5153988,21554
2700,5110842,21563
2701,5720986,21573
2702,5662508,21582
2703,5776480,21591
2704,5852830,21599
2705,5590847,21610
2706,5754906,21620
2707,5840554,21630
2708,5746812,21639
2709,4370742,21649
2710,4513876,21658
2711,4457019,21667
2712,5242373,21675
2713,5562877,21685
2714,5546184,21694
2715,6068275,21703
2716,6369408,21711
2717,5661767,21720
2718,5219867,21728
2719,5536784,21736
2720,5063572,21743
2721,4548826,21754
2722,4379291,21764
2723,4230834,21774
2724,4430945,21783
2725,4229675,21793
2726,4864139,21802
2727,4669053,21811
2728,4314381,21819
2729,4292561,21829
2730,4249877,21838
2731,4411720,21847
2732,4280412,21855
2733,4850558,21864
2734,4867748,21872
2735,4573512,21880
2736,4523383,21887
2737,4449096,21897
2738,4542483,21906
2739,4426360,21915
2740,4432521,21923
2741,5086029,21932
2742,5012420,21940
2743,4925834,21948
2744,5754979,21955
2745,6068514,21964
2746,5960885,21972
2747,5223029,21980
2748,4816770,21987
2749,4886186,21995
2750,5450052,22002
2751,5177236,22009
2752,5619547,22015
2753,4951035,22026
2754,7209733,22036
2755,6133144,22046
2756,6118498,22055
2757,5987927,22065
2758,6571424,22074
2759,5717151,22083
2760,5621171,22091
2761,5075501,22101
2762,5134965,22110
2763,5186476,22119
2764,4993761,22127
2765,5102434,22136
2766,5952993,22144
2767,5418242,22152
2768,5139211,22159
2769,5347769,22169
2770,5086656,22178
2771,5204607,22187
2772,6051743,22195
2773,5371105,22204
2774,5603555,22212
2775,6483453,22220
2776,5210829,22227
2777,5449205,22236
2778,6106856,22244
2779,5278094,22252
2780,5365269,22259
2781,5210770,22267
2782,5234421,22274
2783,5183418,22281
2784,5131883,22287
2785,5141911,22297
2786,6164700,22306
2787,6261156,22315
2788,6396671,22323
2789,6055623,22332
2790,6185247,22340
2791,6216405,22348
2792,5819516,22355
2793,5230634,22364
2794,5049171,22372
2795,4889847,22380
2796,10032691,22387
2797,7234357,22395
2798,7000555,22402
2799,14996068,22409
2800,9031987,22415
2801,10625165,22424
2802,9176167,22432
2803,9283649,22440
2804,9204976,22447
2805,8689060,22455
2806,8332531,22462
2807,8752558,22469
2808,10589070,22475
2809,9587609,22483
2810,9353271,22490
2811,9864749,22497
2812,9248064,22503
2813,9603291,22510
2814,8041423,22516
2815,7703784,22522
2816,7470989,22527
2817,7491121,22539
2818,7659328,22550
2819,6978061,22561
2820,7030495,22571
2821,6510338,22582
2822,6276388,22592
2823,7288326,22602
2824,6585628,22611
2825,6195886,22622
2826,6197148,22632
2827,6150339,22642
2828,5903843,22651
2829,7111031,22661
2830,8611584,22670
2831,8472211,22679
2832,8315525,22687
2833,7136696,22698
2834,7013733,22708
2835,6895521,22718
2836,6609229,22727
2837,8068489,22737
2838,10001308,22746
2839,5599855,22755
2840,5481775,22763
2841,5930747,22773
2842,5365362,22782
2843,5734007,22791
2844,5372912,22799
2845,5756996,22808
2846,5441602,22816
2847,5097897,22824
2848,5324288,22831
2849,6970652,22842
2850,5738250,22852
2851,5332485,22862
2852,5575350,22871
2853,5992599,22881
2854,5737084,22890
2855,6071583,22899
2856,6187802,22907
2857,5940939,22917
2858,5807382,22926
2859,5791584,22935
2860,5155455,22943
2861,4578313,22952
2862,5345917,22960
2863,4654046,22968
2864,3917595,22975
2865,4361457,22985
2866,4523407,22994
2867,4996695,23003
2868,4567013,23011
2869,4051423,23020
2870,4638565,23028
2871,4350412,23036
2872,4373608,23043
2873,4293507,23052
2874,4242704,23060
2875,5290795,23068
2876,6957044,23075
2877,5233341,23083
2878,4962259,23090
2879,4734594,23097
2880,4684923,23103
2881,4579040,23114
2882,4619917,23124
2883,4904914,23134
2884,4460144,23143
2885,4549001,23153
2886,4546478,23162
2887,4575139,23171
2888,4415606,23179
2889,4291911,23189
2890,6003986,23198
2891,4977721,23207
2892,4843270,23215
2893,5787366,23224
2894,5809298,23232
2895,5774093,23240
2896,5644627,23247
2897,4545809,23257
2898,4578629,23266
2899,4882789,23275
2900,4675206,23283
2901,4794408,23292
2902,4881233,23300
2903,4601516,23308
2904,4441452,23315
2905,4709612,23324
2906,4871720,23332
2907,4976040,23340
2908,4990474,23347
2909,4841796,23355
2910,5960221,23362
2911,5233106,23369
2912,4935719,23375
2913,4852834,23385
2914,4834394,23394
2915,4680182,23403
2916,4604603,23411
2917,4850801,23420
2918,5962508,23428
2919,5727256,23436
2920,6215534,23443
2921,5475074,23452
2922,5133067,23460
2923,4785237,23468
2924,6315812,23475
2925,6018482,23483
2926,5719880,23490
2927,6063561,23497
2928,9481714,23503
2929,7539788,23512
2930,5212979,23520
2931,5428755,23528
2932,5440681,23535
2933,5343278,23543
2934,5216650,23550
2935,5527492,23557
2936,4337752,23563
2937,4224573,23571
2938,4337519,23578
2939,6219782,23585
2940,6179685,23591
2941,6350360,23598
2942,6227694,23604
2943,6164363,23610
2944,6035590,23615
2945,5870021,23626
2946,5822672,23636
2947,6397604,23646
2948,6008375,23655
2949,5489466,23665
2950,5399361,23674
2951,5315896,23683
2952,5364372,23691
2953,5238395,23701
2954,5206170,23710
2955,5129988,23719
2956,5270987,23727
2957,5188018,23736
2958,5187728,23744
2959,5706814,23752
