sampleSize,value,timing,keycomp
1000,106,414689,20463
1000,107,268292,19916
1000,108,306401,19867
1000,109,258482,20152
1000,110,353882,20229
1000,111,355053,20200
1000,112,313043,20462
1000,113,406673,20213
1000,114,517394,20868
1000,115,399800,19825
1000,116,429946,19773
1000,117,467590,19923
1000,118,429575,20264
1000,119,413320,19837
1000,120,278870,20013
1000,121,270338,19886
1000,122,246615,20283
1000,123,252094,20521
1000,124,250898,20882
1000,125,394224,36159
1000,126,284260,34500
1000,127,309829,35174
1000,128,360951,33439
1000,129,355398,34594
1000,130,443628,35271
1000,131,397633,34914
1000,132,417273,34122
1000,133,410963,34108
1000,134,506617,36757
1000,135,378852,35195
1000,136,377470,34275
1000,137,404592,35408
1000,138,402069,33531
1000,139,362741,34475
1000,140,386330,34568
1000,141,360559,33996
1000,142,593413,34724
1000,143,678046,35427
1000,144,522954,33177
1000,145,401465,34463
1000,146,345259,34924
1000,147,508672,36008
1000,148,380981,34443
1000,149,370855,34236
1000,150,449074,34350
1000,151,465427,34515
1000,152,483758,34801
1000,153,583133,35107
1000,154,637953,35626
1000,155,499319,34076
1000,156,511340,34333
1000,157,531328,34770
1000,158,557882,35018
1000,159,465117,35046
1000,160,278522,34370
1000,161,304562,34044
1000,162,293358,34311
1000,163,343438,34538
1000,164,430389,36357
1000,165,324650,34274
1000,166,396180,36418
1000,167,409575,35166
1000,168,423190,34405
1000,169,365107,34441
1000,170,330000,33962
1000,171,442498,35592
1000,172,474347,35041
1000,173,474673,33516
1000,174,447818,35226
1000,175,412995,34202
1000,176,435761,34722
1000,177,367140,33647
1000,178,419878,35688
1000,179,443139,34896
1000,180,370247,35056
1000,181,374903,35010
1000,182,418905,34789
1000,183,668193,34717
1000,184,520900,34656
1000,185,311033,33201
1000,186,354932,34411
1000,187,349567,35107
1000,188,416154,34386
1000,189,316826,35102
1000,190,369791,34206
1000,191,567713,35485
1000,192,324644,35262
1000,193,394534,33932
1000,194,423965,33818
1000,195,652353,33660
1000,196,536901,35484
1000,197,608688,34487
1000,198,414426,34250
1000,199,438154,36485
1000,200,400346,35087
1000,201,524676,34310
1000,202,398692,35109
1000,203,624526,36046
1000,204,760986,33741
1000,205,555253,34577
1000,206,532783,33951
1000,207,356944,34093
1000,208,402941,35750
1000,209,465635,34468
1000,210,388512,35485
1000,211,450307,33617
1000,212,457657,34216
1000,213,572799,34038
1000,214,704694,35579
1000,215,692596,34716
1000,216,703827,33529
1000,217,656854,33512
1000,218,607565,35731
1000,219,582263,35252
1000,220,458384,34682
1000,221,504635,35638
1000,222,408166,34891
1000,223,392639,35741
1000,224,349907,35063
1000,225,374313,34564
1000,226,385785,35007
1000,227,472503,35266
1000,228,437630,35212
1000,229,509158,33577
1000,230,614831,34533
1000,231,748729,34897
1000,232,487172,36221
1000,233,479474,34168
1000,234,385975,33762
1000,235,375942,35997
1000,236,390146,35173
1000,237,575807,33687
1000,238,650838,34576
1000,239,476771,34431
1000,240,402925,34679
1000,241,411959,34832
1000,242,312112,35235
1000,243,354865,34401
1000,244,359511,35329
1000,245,419141,33554
1000,246,332525,34505
1000,247,467752,34247
1000,248,472260,33902
1000,249,565118,34523
1000,250,798170,66169
1000,251,1154994,66435
1000,252,646074,67167
1000,253,587413,65172
1000,254,514374,67142
1000,255,636408,65801
1000,256,617930,63722
1000,257,584957,66420
1000,258,525116,66539
1000,259,518950,63790
1000,260,634268,66165
1000,261,475579,64077
1000,262,747536,65302
1000,263,953043,67125
1000,264,1044356,64409
1000,265,801431,66000
1000,266,826907,65166
1000,267,597447,63683
1000,268,607600,64099
1000,269,586241,64561
1000,270,487856,65263
1000,271,489730,65618
1000,272,555862,65812
1000,273,718519,63405
1000,274,758155,64816
1000,275,558945,65734
1000,276,571638,62593
1000,277,693712,65748
1000,278,928249,63548
1000,279,787399,65736
1000,280,949420,67023
1000,281,537638,64111
1000,282,578700,65277
1000,283,527708,67279
1000,284,560091,65004
1000,285,616088,65634
1000,286,575953,64485
1000,287,701807,63767
1000,288,589828,62398
1000,289,796901,65484
1000,290,706916,67040
1000,291,957057,62646
1000,292,1040707,64200
1000,293,515101,65150
1000,294,538054,65043
1000,295,789744,67156
1000,296,828865,66087
1000,297,658194,63852
1000,298,512157,65351
1000,299,545970,65015
1000,300,851163,65512
1000,301,662823,62437
1000,302,728016,63025
1000,303,709079,66952
1000,304,746482,64537
1000,305,706429,62871
1000,306,890956,65999
1000,307,890681,65560
1000,308,917879,64568
1000,309,595781,65761
1000,310,658567,67205
1000,311,606113,64671
1000,312,733740,65482
1000,313,773304,66161
1000,314,581989,63426
1000,315,762576,67559
1000,316,1012341,66222
1000,317,887976,67854
1000,318,756162,66035
1000,319,786166,64381
1000,320,778288,65233
1000,321,842483,62429
1000,322,644917,65836
1000,323,664238,63336
1000,324,547449,63121
1000,325,561854,64154
1000,326,674904,64356
1000,327,716856,64920
1000,328,900262,65460
1000,329,1336998,63058
1000,330,740873,63596
1000,331,828054,66085
1000,332,903436,63781
1000,333,739095,63623
1000,334,676730,67754
1000,335,657052,65283
1000,336,637766,65655
1000,337,926399,64680
1000,338,1156362,64784
1000,339,565156,67397
1000,340,592675,64024
1000,341,952124,64958
1000,342,1116958,63729
1000,343,1063910,65396
1000,344,831683,65072
1000,345,745981,63749
1000,346,866950,67301
1000,347,923782,64153
1000,348,680084,64075
1000,349,735557,62926
1000,350,705964,66220
1000,351,902318,67200
1000,352,741757,67041
1000,353,713220,64396
1000,354,852928,63751
1000,355,810905,66321
1000,356,945562,64438
1000,357,696243,63186
1000,358,673920,65949
1000,359,652720,65168
1000,360,728095,63731
1000,361,718676,65815
1000,362,790671,65313
1000,363,852587,65332
1000,364,1361859,66479
1000,365,829614,64175
1000,366,740837,64892
1000,367,737194,64936
1000,368,756632,65311
1000,369,739612,67442
1000,370,877925,65875
1000,371,758548,63099
1000,372,740019,66072
1000,373,882826,65645
1000,374,762185,65724
1000,375,595173,67457
1000,376,672631,66268
1000,377,611284,64785
1000,378,811914,64982
1000,379,1031620,66339
1000,380,1166262,65809
1000,381,921955,66371
1000,382,546075,65687
1000,383,651056,65290
1000,384,1511130,63581
1000,385,951292,63232
1000,386,1077775,66509
1000,387,1208406,65330
1000,388,998979,64598
1000,389,945452,65676
1000,390,734216,65845
1000,391,569759,63775
1000,392,586340,67247
1000,393,640225,63127
1000,394,877213,66979
1000,395,568708,65981
1000,396,880569,65313
1000,397,795688,66369
1000,398,846265,64890
1000,399,860034,63471
1000,400,768129,64931
1000,401,501186,62901
1000,402,523915,66187
1000,403,521545,66382
1000,404,508466,62316
1000,405,554852,64146
1000,406,705257,65856
1000,407,766845,67349
1000,408,745381,63870
1000,409,830186,67190
1000,410,814817,65292
1000,411,1089166,62412
1000,412,1083143,64944
1000,413,716191,66656
1000,414,710644,62522
1000,415,900652,66011
1000,416,849363,64043
1000,417,499889,65279
1000,418,500745,65086
1000,419,568960,65189
1000,420,720796,64566
1000,421,612549,64989
1000,422,822048,62520
1000,423,831426,65248
1000,424,890680,68337
1000,425,1084047,64107
1000,426,546387,64768
1000,427,516925,65024
1000,428,655426,66226
1000,429,591263,64806
1000,430,551440,65538
1000,431,514801,62987
1000,432,491883,64248
1000,433,500532,64986
1000,434,493093,63225
1000,435,707942,63831
1000,436,699133,67711
1000,437,599299,62284
1000,438,543860,64983
1000,439,551216,65167
1000,440,641395,63216
1000,441,724208,64646
1000,442,813236,63098
1000,443,866278,65434
1000,444,701288,67078
1000,445,706081,65005
1000,446,585762,66554
1000,447,664527,68101
1000,448,688085,64679
1000,449,748840,66368
1000,450,670520,65977
1000,451,684317,65312
1000,452,554341,63383
1000,453,668274,66016
1000,454,833998,65178
1000,455,844562,62783
1000,456,858932,63280
1000,457,1167327,65354
1000,458,1055710,64543
1000,459,690446,64456
1000,460,496056,65945
1000,461,474249,65182
1000,462,686972,64971
1000,463,737177,63710
1000,464,719142,65219
1000,465,755019,62771
1000,466,1345359,65852
1000,467,904509,64231
1000,468,768325,66590
1000,469,718903,65286
1000,470,627380,65548
1000,471,608465,66630
1000,472,600168,64126
1000,473,619762,65620
1000,474,474992,67888
1000,475,591989,64979
1000,476,664241,67196
1000,477,809339,63605
1000,478,1053359,66650
1000,479,854721,63383
1000,480,804142,64510
1000,481,472302,65186
1000,482,466501,64390
1000,483,511816,64069
1000,484,514281,64159
1000,485,609828,62517
1000,486,685396,67580
1000,487,459175,63410
1000,488,480290,64900
1000,489,558527,66447
1000,490,675259,64616
1000,491,773417,64416
1000,492,857803,64846
1000,493,759358,64450
1000,494,673629,66862
1000,495,953835,65561
1000,496,722501,65907
1000,497,466610,64919
1000,498,526007,65007
1000,499,522889,62638
1000,500,945411,125299
1000,501,1003196,124435
1000,502,741801,126012
1000,503,1273754,131655
1000,504,1391238,124121
1000,505,1933252,125565
1000,506,1146731,130729
1000,507,808989,127256
1000,508,969317,125347
1000,509,1092087,124187
1000,510,1283583,134851
1000,511,979068,123324
1000,512,1398468,125509
1000,513,1794490,123260
1000,514,1442273,126289
1000,515,1084621,131792
1000,516,1194729,124928
1000,517,1397290,126921
1000,518,1072483,132501
1000,519,1386429,124738
1000,520,1309124,130120
1000,521,1289278,131685
1000,522,1420725,125974
1000,523,904045,125584
1000,524,757072,123637
1000,525,901296,129849
1000,526,1222954,122665
1000,527,1070184,124515
1000,528,1310007,125015
1000,529,1822278,128158
1000,530,1940424,121443
1000,531,2276132,129395
1000,532,1213717,125013
1000,533,1196497,125863
1000,534,1346583,126866
1000,535,1491605,129239
1000,536,2091868,126243
1000,537,1343845,126396
1000,538,1084628,125459
1000,539,1075295,130183
1000,540,1256033,124553
1000,541,774170,128755
1000,542,1028730,119720
1000,543,1080014,125224
1000,544,1474267,124816
1000,545,1455157,127911
1000,546,1130820,126463
1000,547,913941,126582
1000,548,912860,123961
1000,549,882248,126412
1000,550,977227,126998
1000,551,1022081,125285
1000,552,1224182,120332
1000,553,1998784,126509
1000,554,1663550,124737
1000,555,976016,125685
1000,556,1249754,128036
1000,557,1302096,124710
1000,558,1460631,126790
1000,559,1720284,125839
1000,560,2078854,131156
1000,561,1743461,126143
1000,562,1261581,124305
1000,563,1155985,123635
1000,564,847441,125919
1000,565,829329,129564
1000,566,1190248,126320
1000,567,1671811,132086
1000,568,1351473,127290
1000,569,1140608,124175
1000,570,770773,124403
1000,571,744858,125139
1000,572,830584,124977
1000,573,979010,125264
1000,574,1042729,123424
1000,575,1051484,128116
1000,576,1143556,127252
1000,577,1173296,127036
1000,578,1516878,124732
1000,579,1279574,123307
1000,580,1229609,125038
1000,581,1002527,126476
1000,582,963552,124719
1000,583,1324154,126467
1000,584,1074854,127832
1000,585,1586784,127285
1000,586,1546512,129800
1000,587,1088588,128455
1000,588,909611,127963
1000,589,766033,124647
1000,590,951110,126473
1000,591,930069,128208
1000,592,1146401,127497
1000,593,982750,131314
1000,594,1477811,125094
1000,595,1506731,127950
1000,596,1375911,124569
1000,597,839153,125958
1000,598,923738,124838
1000,599,1128683,128053
1000,600,1230472,125931
1000,601,1323229,132655
1000,602,1644579,128039
1000,603,1714148,125862
1000,604,1312082,125480
1000,605,1066707,125469
1000,606,832669,124289
1000,607,994775,128915
1000,608,1051431,129442
1000,609,997106,128507
1000,610,1237941,126313
1000,611,2077924,125084
1000,612,1564421,125649
1000,613,828176,124105
1000,614,935237,129095
1000,615,1239944,128311
1000,616,952216,130342
1000,617,1282691,128759
1000,618,1621366,123916
1000,619,2145909,128607
1000,620,2239748,131862
1000,621,1508509,131581
1000,622,1120508,125560
1000,623,939868,125225
1000,624,982796,125699
1000,625,1011137,126344
1000,626,1392908,126659
1000,627,1289105,128783
1000,628,1426867,126850
1000,629,1259440,126007
1000,630,965889,125706
1000,631,1068340,123949
1000,632,1369417,123991
1000,633,1303630,130396
1000,634,1878179,126769
1000,635,1349873,129258
1000,636,1295049,126460
1000,637,1085344,125731
1000,638,1448529,125039
1000,639,1229778,122120
1000,640,1117714,128742
1000,641,1447904,129540
1000,642,1288856,124152
1000,643,918499,126283
1000,644,879417,126124
1000,645,843784,126179
1000,646,976317,126454
1000,647,1301153,126177
1000,648,853914,124787
1000,649,933981,126873
1000,650,1286138,126282
1000,651,1677986,128545
1000,652,1835340,129466
1000,653,1318161,124728
1000,654,1351399,128166
1000,655,1021690,126185
1000,656,981871,126038
1000,657,1122541,129954
1000,658,1212752,128852
1000,659,1375397,126167
1000,660,1170861,127462
1000,661,986027,124683
1000,662,926447,127019
1000,663,875612,128491
1000,664,1128022,125849
1000,665,1080102,127874
1000,666,1098257,129537
1000,667,1264406,123073
1000,668,1387284,128395
1000,669,1068327,126893
1000,670,840175,125705
1000,671,856981,127994
1000,672,852731,123270
1000,673,1007891,121390
1000,674,947361,126938
1000,675,1021317,124518
1000,676,1286476,126684
1000,677,1623346,126926
1000,678,2523707,123478
1000,679,1849166,124205
1000,680,1109307,126297
1000,681,1305264,129853
1000,682,1185580,127726
1000,683,1244734,125359
1000,684,1715347,132604
1000,685,1605345,127502
1000,686,1524672,127551
1000,687,1188371,129720
1000,688,1989465,127137
1000,689,1985583,126846
1000,690,1555256,124102
1000,691,1688286,123489
1000,692,1825345,127348
1000,693,1188066,126922
1000,694,1033652,125757
1000,695,1305541,126004
1000,696,1713405,126948
1000,697,1888795,124054
1000,698,1828724,127393
1000,699,1594698,124201
1000,700,1093834,129361
1000,701,1154818,125519
1000,702,1160922,125834
1000,703,1440572,125173
1000,704,1504841,124061
1000,705,1441258,124668
1000,706,1245586,127327
1000,707,1213492,122897
1000,708,1623342,124857
1000,709,1801832,127989
1000,710,1833051,126911
1000,711,1840346,127942
1000,712,1156976,123417
1000,713,1142943,126352
1000,714,2043068,129140
1000,715,2129344,127556
1000,716,2659314,128681
1000,717,1510998,131127
1000,718,1258673,123410
1000,719,1501835,126424
1000,720,1548697,128014
1000,721,2095847,129481
1000,722,2136205,124702
1000,723,1267735,128452
1000,724,1009422,124680
1000,725,1381865,129337
1000,726,1150835,123453
1000,727,2109496,124430
1000,728,1703252,127100
1000,729,1900960,131363
1000,730,1249903,128439
1000,731,1115707,125574
1000,732,1273333,128668
1000,733,1710394,124720
1000,734,1923829,125093
1000,735,2301697,127541
1000,736,1369685,123627
1000,737,984188,126617
1000,738,957042,126530
1000,739,908263,123514
1000,740,1468626,124315
1000,741,1374922,129791
1000,742,1923439,127869
1000,743,2119960,123117
1000,744,1590937,127765
1000,745,1054691,126238
1000,746,1489093,129441
1000,747,2248102,128681
1000,748,2241610,125023
1000,749,1155793,131717
1000,750,996550,129137
1000,751,1053420,126265
1000,752,1100822,128539
1000,753,1381088,129091
1000,754,1615534,124386
1000,755,1719707,127190
1000,756,2144993,129513
1000,757,1126844,127175
1000,758,1331647,119989
1000,759,1154784,124831
1000,760,1453763,123532
1000,761,2477327,126938
1000,762,2252443,126296
1000,763,1499004,119753
1000,764,1203981,128364
1000,765,1146290,123255
1000,766,1361449,126452
1000,767,2120850,131637
1000,768,2443856,126091
1000,769,1533201,132198
1000,770,1243742,126722
1000,771,976859,130126
1000,772,977612,129538
1000,773,904984,124626
1000,774,953627,124893
1000,775,1716702,127284
1000,776,1697660,125446
1000,777,1791896,124465
1000,778,2025833,129221
1000,779,964355,122347
1000,780,912823,122218
1000,781,1135716,125382
1000,782,1233191,122492
1000,783,1504292,125896
1000,784,1023161,124030
1000,785,1081965,129307
1000,786,929999,124067
1000,787,1126259,128092
1000,788,4725360,125852
1000,789,3424826,120746
1000,790,1753423,125540
1000,791,1668877,125415
1000,792,1652270,127603
1000,793,2099186,133467
1000,794,3525947,129457
1000,795,1991061,130143
1000,796,3694928,126474
1000,797,2974792,130446
1000,798,1667486,127900
1000,799,1404249,124160
1000,800,1569803,126473
1000,801,1905703,126507
1000,802,1436967,127511
1000,803,1517141,128396
1000,804,989914,123835
1000,805,1056451,126154
1000,806,1019745,132232
1000,807,1087221,126204
1000,808,1993340,128062
1000,809,1620230,126424
1000,810,2497269,124829
1000,811,2214446,127934
1000,812,1958062,123481
1000,813,1450561,127281
1000,814,1008192,125879
1000,815,1879446,125224
1000,816,1602575,125315
1000,817,1141964,124828
1000,818,1058238,128100
1000,819,1054277,128000
1000,820,1464465,123832
1000,821,986372,123706
1000,822,1419503,129236
1000,823,1572425,130590
1000,824,1952962,126212
1000,825,2070874,126876
1000,826,1151642,127412
1000,827,1318006,131961
1000,828,1640541,125628
1000,829,2008731,126721
1000,830,2147588,128010
1000,831,1476894,128621
1000,832,1368922,124227
1000,833,867119,125594
1000,834,1249462,129040
1000,835,1498729,124327
1000,836,1101991,125022
1000,837,2094849,130494
1000,838,1415046,125439
1000,839,1464804,127919
1000,840,1063528,126427
1000,841,1079477,128929
1000,842,841674,124280
1000,843,1433654,129678
1000,844,1217609,125457
1000,845,1303441,122560
1000,846,1335721,125197
1000,847,1009893,129428
1000,848,1357785,127731
1000,849,783699,125098
1000,850,1007932,124373
1000,851,1062477,129290
1000,852,1652560,125648
1000,853,1320999,123965
1000,854,1490677,124197
1000,855,1432375,123023
1000,856,967591,123448
1000,857,884689,126447
1000,858,970353,125244
1000,859,762550,126776
1000,860,1090885,128873
1000,861,1496270,123731
1000,862,1159830,125021
1000,863,1054231,126004
1000,864,1189132,126998
1000,865,1119777,126980
1000,866,1014832,129088
1000,867,951012,128267
1000,868,799022,124159
1000,869,1080880,122663
1000,870,1089857,125617
1000,871,1347504,124931
1000,872,1228450,123871
1000,873,1076071,127020
1000,874,960588,121170
1000,875,891428,126741
1000,876,925814,128890
1000,877,735510,130713
1000,878,727557,127755
1000,879,720991,129259
1000,880,1023172,124720
1000,881,1222800,123047
1000,882,859430,122921
1000,883,1015381,124565
1000,884,1107547,126297
1000,885,947762,120106
1000,886,846659,125087
1000,887,834961,125513
1000,888,927338,129816
1000,889,808097,125026
1000,890,748351,126399
1000,891,1090129,127958
1000,892,1235337,129596
1000,893,935452,126116
1000,894,1160848,125945
1000,895,1074477,128613
1000,896,716993,126134
1000,897,849233,128062
1000,898,1024585,128233
1000,899,825039,128495
1000,900,706177,128536
1000,901,755114,127319
1000,902,898763,119800
1000,903,1123659,126806
1000,904,1598892,127032
1000,905,1816163,126150
1000,906,703522,127877
1000,907,678878,125268
1000,908,711556,123715
1000,909,819325,122987
1000,910,1017582,131079
1000,911,1032672,125174
1000,912,1475141,127942
1000,913,1165312,127595
1000,914,1350404,130031
1000,915,1270589,128079
1000,916,853957,127367
1000,917,1045316,122148
1000,918,860837,135822
1000,919,1265402,124808
1000,920,1587741,125930
1000,921,1456635,122093
1000,922,1693590,126180
1000,923,982600,127846
1000,924,1265038,126894
1000,925,1101898,124071
1000,926,911944,124417
1000,927,1204393,127954
1000,928,1489388,124659
1000,929,1051240,127626
1000,930,1291475,126452
1000,931,1834454,126377
1000,932,1450979,123133
1000,933,1235907,127690
1000,934,1341916,125344
1000,935,1586846,124231
1000,936,2239715,123618
1000,937,1878858,122286
1000,938,1384874,125709
1000,939,1555763,127522
1000,940,1214585,125760
1000,941,1566044,127633
1000,942,1545386,129086
1000,943,1403043,125195
1000,944,1349921,127771
1000,945,1287690,124951
1000,946,921746,127626
1000,947,1503090,125759
1000,948,901455,125007
1000,949,1170669,124044
1000,950,1420419,123615
1000,951,2263617,127136
1000,952,1688834,131255
1000,953,1256197,126988
1000,954,1024789,124305
1000,955,874173,125463
1000,956,832190,125363
1000,957,1493181,127070
1000,958,1611609,127711
1000,959,1413574,133394
1000,960,1148607,123087
1000,961,1137210,127813
1000,962,1103541,121653
1000,963,1278758,126053
1000,964,1307690,130854
1000,965,1385549,123068
1000,966,1643923,125094
1000,967,1361725,127661
1000,968,1016206,129663
1000,969,1023142,128196
1000,970,865837,126934
1000,971,863163,129800
1000,972,893287,126424
1000,973,948939,124763
1000,974,1438329,126183
1000,975,1636516,128363
1000,976,1269671,124547
1000,977,917134,125836
1000,978,979066,127016
1000,979,943751,130615
1000,980,1206061,126338
1000,981,1288461,130210
1000,982,1134169,128528
1000,983,1154516,124531
1000,984,1238868,123202
1000,985,1321007,131339
1000,986,1392568,121693
1000,987,1022903,128936
1000,988,1052045,129242
1000,989,1139392,122535
1000,990,943891,125368
1000,991,1021680,126819
1000,992,1554517,130007
1000,993,1921922,126329
1000,994,966465,126097
1000,995,1006153,123613
1000,996,853715,123992
1000,997,1472631,131737
1000,998,931701,129166
1000,999,1153475,128750
