sampleSize,timing,keycomp
3041000,1291094599,185918080
3046000,1422048843,186370380
3051000,1348159642,186979324
3056000,1416228118,187527730
3061000,1336198087,188117858
3066000,1340171295,188615382
3071000,1330860581,189096360
3076000,1358563363,189669314
3081000,1482222156,190244075
3086000,1375333185,190717888
3091000,1343622877,191268658
3096000,1407588609,191809955
3101000,1353308231,192381333
3106000,1382182444,192898336
3111000,1349255145,193481545
3116000,1591002342,194092315
3121000,1418158744,194659846
3126000,1484261157,195181003
3131000,1346205618,195712803
3136000,1445919479,196275053
3141000,1441377135,196807624
3146000,1374716531,197380130
3151000,1395212375,197885138
3156000,1398326720,198505373
3161000,1468057288,199083893
3166000,1402185727,199592006
3171000,1426665308,200062596
3176000,1387018189,200693645
3181000,1565802982,201308248
3186000,1496520067,201823667
3191000,1547163588,202362704
3196000,1412131714,202882892
3201000,1465979795,203457249
3206000,1491412781,204014741
3211000,1536193900,204650393
3216000,1394935430,205163653
3221000,1620803496,205718995
3226000,1381466733,206246376
3231000,1476505546,206936498
3236000,1403807893,207474022
3241000,1389092034,208015210
3246000,1409773029,208646473
3251000,1483449097,209126317
3256000,1441780131,209805661
3261000,1399432812,210268865
3266000,1451057487,210887718
3271000,1429098832,211481240
3276000,1406662786,211904777
3281000,1608693927,192184992
3286000,1371166044,168495234
3291000,1450549239,144830746
3296000,1245324670,134756260
3301000,1354075105,135040576
3306000,1117912557,135362637
3311000,1183766284,135645911
3316000,1149365797,135997866
3321000,1235969140,136334024
3326000,1344582497,136691898
3331000,1569080387,136999150
3336000,1384158885,137322068
3341000,1206537333,137670573
3346000,1165035580,138047645
3351000,1237529506,138300732
3356000,1185976448,138658925
3361000,1190332500,138949825
3366000,1152620315,139387084
3371000,1292216903,139702333
3376000,1239281469,140026902
3381000,1217496404,140374627
3386000,1153152441,140696497
3391000,1154006441,141067283
3396000,1175669694,141378576
3401000,1184667256,141745913
3406000,1176158781,141986829
3411000,1233891126,142378543
3416000,1349617583,142751070
3421000,1307558964,143060389
3426000,1316650013,143438301
3431000,1287374760,143733105
3436000,1244632633,144030064
3441000,1214275151,144437870
3446000,1211059346,144836427
3451000,1243496318,145135223
3456000,1391486399,145474380
3461000,1298801873,145765659
3466000,1279172797,146126453
3471000,1242744740,146457173
3476000,1280242538,146790538
3481000,1300205960,147181304
3486000,1189205207,147562430
3491000,1296523331,147837524
3496000,1240436746,148206459
3501000,1267175443,148564858
3506000,1339115206,148924456
3511000,1235395294,149231596
3516000,1314141829,149577820
3521000,1358064867,149936554
3526000,1271147078,150303269
3531000,1302691753,150607085
3536000,1309222555,150995566
3541000,1229784403,151334281
3546000,1334237979,151662204
3551000,1297584321,152045534
3556000,1287049904,152295429
3561000,1367474535,152673080
3566000,1316618859,153060469
3571000,1609681948,153382228
3576000,1556614675,153805864
3581000,1305044824,154138794
3586000,1258375468,154485239
3591000,1275829536,154871661
3596000,1244716080,155166261
3601000,1221857993,155472050
3606000,1335293997,155931534
3611000,1287494487,156261150
3616000,1498548102,156585073
3621000,1359044744,156905668
3626000,1222146551,157327605
3631000,1310722953,157699807
3636000,1239049740,158143920
3641000,1275764180,158314823
3646000,1302056204,158720575
3651000,1281307194,159089040
3656000,1332782522,159478764
3661000,1349525554,159816457
3666000,1366134584,160195918
3671000,1378385598,160497190
3676000,1262748653,160877493
3681000,1346113532,161184516
3686000,1399572856,161618858
3691000,1284393256,161932894
3696000,1307625110,162238439
3701000,1290244965,162689988
3706000,1273073779,163090854
3711000,1302219558,163369431
3716000,1284803996,163815216
3721000,1320775718,164205684
3726000,1307915899,164496534
3731000,1306971007,164907872
3736000,1304363994,165232079
3741000,1349310015,165554651
3746000,1378196556,165949041
3751000,1304762204,166391647
3756000,1359563235,166700871
3761000,1303342832,167089141
3766000,1344838098,167378457
3771000,1316707319,167722750
3776000,1374874063,168153698
3781000,1323659854,168538642
3786000,1354299927,168904812
3791000,1329357769,169253368
3796000,1638968523,169609036
3801000,1356806883,170001430
3806000,1320386131,170291429
3811000,1370662687,170705293
3816000,1350167026,171070114
3821000,1356766104,171491648
3826000,1386418870,171765617
3831000,1361767865,172149189
3836000,1346660017,172554240
3841000,1369330100,172933543
3846000,1408313703,173248700
3851000,1392139006,173660548
3856000,1387133004,174122413
3861000,1365386754,174479733
3866000,1389415559,174811714
3871000,1440376754,175224590
3876000,1406096641,175576471
3881000,1418739282,175901253
3886000,1432297229,176319472
3891000,1624268989,176677436
3896000,1504236490,177091227
3901000,1659804761,177394839
3906000,1580155805,177743878
3911000,1422177574,178139025
3916000,1523191121,178498835
3921000,1696244720,178992114
3926000,1817164802,179329679
3931000,1706634135,179672148
3936000,1642710140,180101885
3941000,1597685279,180435300
3946000,1789192025,180838197
3951000,1633193419,181223146
3956000,1645141863,181519600
3961000,1584131829,181953615
3966000,1602414454,182288735
3971000,1557383313,182804756
3976000,1588221182,183083337
3981000,1793973388,183500882
3986000,1646674366,183834756
3991000,1796465132,184266169
3996000,1858174587,184622277
4001000,1724684592,185007661
4006000,1626110148,185428313
4011000,1831354875,185799534
4016000,1565033533,186205667
4021000,1696026435,186579658
4026000,1804543538,187009462
4031000,1738230637,187355150
4036000,1752528332,187677060
4041000,1652589396,188061043
4046000,1697056167,188519061
4051000,1751115422,188821049
4056000,1681047907,189250488
4061000,1681050924,189713838
4066000,1681330981,190092805
4071000,1716257092,190453743
4076000,1651995750,190873864
4081000,1717925277,191253635
4086000,1846963330,191529192
4091000,1642035744,191947319
4096000,1734060546,192413516
4101000,1700037899,192881444
4106000,1674130871,193136187
4111000,1642033316,193617002
4116000,1608738214,193920754
4121000,1545496185,194381092
4126000,1538914386,194694803
4131000,1531135137,195215433
4136000,1524415904,195584515
4141000,1510762026,195901265
4146000,1579307475,196329831
4151000,1757359828,196700650
4156000,1655164997,197177618
4161000,1672617046,197563087
4166000,1702601795,197963618
4171000,1579749282,198377184
4176000,1747698127,198689796
4181000,1622092800,199096187
4186000,1560278873,199465305
4191000,1554321784,199947712
4196000,1600087363,200421794
4201000,1674244594,200705790
4206000,1617473687,201086555
