sampleSize,timing,keycomp
4446000,10065581754,101504399
4451000,10511997914,101626370
4456000,10391194447,101745889
4461000,9696236661,101866930
4466000,10176215043,101991987
4471000,9854319608,102113385
4476000,9765862452,102236128
4481000,9537348012,102357516
4486000,9830306501,102479729
4491000,9791422022,102601915
4496000,9546596573,102722418
4501000,10123422244,102846602
4506000,9564785094,102968925
4511000,9737000858,103090589
4516000,9921556962,103212117
4521000,9722464282,103335841
4526000,10623748361,103454110
4531000,10767538901,103578176
4536000,10515865976,103699489
4541000,10359618108,103824470
4546000,10692822816,103945895
4551000,10327297103,104066465
4556000,10528759309,104187516
4561000,10795905225,104312188
4566000,10830043066,104434379
4571000,10330048359,104557695
4576000,10560426182,104677409
4581000,10769342391,104800018
4586000,10626705167,104923821
4591000,10659389453,105045530
4596000,10485008913,105166416
4601000,10229698168,105290024
4606000,10632267040,105413203
4611000,10100707465,105535572
4616000,10340481037,105654727
4621000,10600255964,105776185
4626000,10512599537,105901244
4631000,10378066084,106023060
4636000,10593625477,106145198
4641000,10586821794,106266399
4646000,10487914497,106389691
4651000,10539895282,106512119
4656000,10797550147,106631924
4661000,10494262636,106753474
4666000,10693066413,106877909
4671000,10639931261,106998031
4676000,10620286602,107120744
4681000,10841687054,107243491
4686000,10244137539,107366003
4691000,9827722713,107485970
4696000,10220261183,107609818
4701000,10263287575,107733769
4706000,10195984295,107855554
4711000,10394763079,107977074
4716000,11112797214,108099764
4721000,10674714895,108221395
4726000,11055818719,108345542
4731000,10672010124,108465836
4736000,10580782682,108587846
4741000,10949612027,108713480
4746000,11065307588,108835023
4751000,10761869245,108956876
4756000,11061195541,109079700
4761000,10867559284,109200098
4766000,10908297631,109322775
4771000,11013292080,109444927
4776000,11155853759,109565318
4781000,11195834211,109689721
4786000,16121422664,109811700
4791000,13495910002,109933825
4796000,12257253778,110057821
4801000,11812013246,110178281
4806000,11219987235,110302245
4811000,11341890214,110424346
4816000,10785119676,110544586
4821000,11205193464,110669449
4826000,10859893585,110792918
4831000,11260312167,110915826
4836000,11620602067,111035542
4841000,11149940126,111159202
4846000,11228103928,111279253
4851000,10949241474,111402023
4856000,11042630327,111526372
4861000,11553283006,111646773
4866000,11466543786,111769788
4871000,12656204234,111890282
4876000,13374273125,112013692
4881000,13145493084,112135111
4886000,14192428027,112259255
4891000,12210045271,112381782
4896000,11834611046,112506821
4901000,12101212753,112630840
4906000,11761035620,112749723
4911000,12760060207,112872141
4916000,11856951572,112994853
4921000,11854429930,113116285
4926000,12357333114,113238958
4931000,12193773609,113360159
4936000,12602383918,113484753
4941000,14046637419,113605663
4946000,13069872021,113731633
4951000,12358094713,113848786
4956000,11720619683,113974829
4961000,12204353430,114098188
4966000,12444436866,114220996
4971000,12305258075,114343236
4976000,12098144988,114462681
4981000,11848402323,114586364
4986000,11964472112,114707364
4991000,12259566520,114829463
4996000,11815077671,114950321
5001000,12178070290,115074924
5006000,12321417639,115200092
5011000,11789432285,115321448
5016000,12276612406,115442601
5021000,12198511090,115565298
5026000,12091174237,115687875
5031000,11966130838,115811950
5036000,12114263802,115934020
5041000,12485885504,116056625
5046000,12295295904,116175328
5051000,12425264577,116300165
5056000,12120620377,116424122
5061000,11891389014,116546431
5066000,12321108175,116668425
5071000,12079221666,116789649
5076000,12426373431,116914797
5081000,12066788253,117035687
5086000,13360621075,117157634
5091000,11746585952,117278266
5096000,11943533876,117403745
5101000,12114197344,117523310
5106000,11411133608,117648319
5111000,12042253610,117769468
5116000,12737041904,117893531
5121000,12403816814,118015517
5126000,12247274675,118137931
5131000,12803146612,118259326
5136000,12276537819,118382744
5141000,12682846635,118502768
5146000,12330326543,118627659
5151000,12401419675,118749567
5156000,12424630722,118874395
5161000,12344444988,118993188
5166000,13273972394,119116869
5171000,12704042904,119241275
5176000,12856138875,119360684
5181000,12057553534,119486326
5186000,11998225277,119608495
5191000,12527910775,119727540
5196000,12112690866,119852684
5201000,12345588266,119976520
5206000,12654829983,120097579
5211000,12146148273,120221902
5216000,12494409445,120339910
5221000,12540760959,120463694
5226000,12283852946,120587769
5231000,12575286361,120709022
5236000,12405580761,120831047
5241000,12366856389,120955562
5246000,12101490393,121076419
5251000,12146620385,121199662
5256000,12636234430,121324147
5261000,12135935904,121446698
5266000,12594221217,121567811
5271000,12378682111,121693525
5276000,12071024053,121817404
5281000,12900382533,121938300
5286000,12096386177,122063455
5291000,12503069318,122183580
5296000,12505085009,122305400
5301000,12358252733,122429470
5306000,12681643178,122554687
5311000,12676569809,122678444
5316000,12651616101,122797779
5321000,12542136899,122921737
5326000,12847780500,123045324
5331000,12913431282,123166753
5336000,12579842885,123289489
5341000,13121581452,123416618
5346000,12408305257,123536464
5351000,12441773886,123660455
5356000,12832337554,123780999
5361000,12667907430,123904836
5366000,12774481463,124029175
5371000,12467881369,124151478
5376000,12909385780,124275622
5381000,12565936985,124400309
5386000,12945680740,124521160
5391000,12783999638,124644879
5396000,12310778154,124769226
5401000,12879521076,124890454
5406000,12655227557,125013631
5411000,12658563312,125137124
5416000,13073416514,125259520
5421000,12625641900,125384174
5426000,12705950592,125505513
5431000,12925051926,125629030
5436000,12018501509,125753314
5441000,12633765545,125872149
5446000,12649919791,125997288
5451000,13060518863,126120428
5456000,12704524387,126244323
5461000,13495651334,126366928
5466000,12843716399,126490454
5471000,12611167996,126614578
5476000,13015780641,126733502
